year,province,cas_number,substance,tot_air_tonnes,facility_count
2016,BC,5522-43-0,1-Nitropyrene,1.3e-05,1
2016,BC,56-55-3,Benz[a]anthracene,0.0004809,7
2016,BC,630-08-0,Carbon monoxide,97852.176167,343
2016,BC,67-56-1,Methanol,3269.8851,46
2016,BC,67-63-0,Isopropyl alcohol,64.6875,10
2016,BC,71-36-3,n-Butyl alcohol,12.93,1
2016,BC,71-43-2,Benzene,29.3552,9
2016,BC,7440-62-2,Vanadium (except when in an alloy) and its compounds,0.001,2
2016,BC,7446-09-5,Sulphur dioxide,36472.3843,74
2016,BC,74-85-1,Ethylene,19.1838,2
2016,BC,75-05-8,Acetonitrile,12.754,1
2016,BC,75-07-0,Acetaldehyde,198.1059,13
2016,BC,75-15-0,Carbon disulphide,47.335,2
2016,BC,7647-01-0,Hydrochloric acid,1803.3983,15
2016,BC,7664-39-3,Hydrogen fluoride,186.6,1
2016,BC,7664-93-9,Sulphuric acid,91.7799,13
2016,BC,7697-37-2,Nitric acid,0.031,1
2016,BC,7783-06-4,Hydrogen sulphide,244.8704,14
2016,BC,78-83-1,i-Butyl alcohol,6.869,1
2016,BC,78-93-3,Methyl ethyl ketone,11.836,4
2016,BC,83-32-9,Acenaphthene,1.1220782,11
2016,BC,85-01-8,Phenanthrene,1.3467247,19
2016,BC,86-73-7,Fluorene,0.5684067,14
2016,BC,9016-87-9,Polymeric diphenylmethane diisocyanate,0.121,5
2016,BC,91-20-3,Naphthalene,0.7358,3
2016,BC,95-63-6,"1,2,4-Trimethylbenzene",1.3733,4
2016,BC,98-82-8,Cumene,0.013,1
2016,BC,NA - 01,Antimony (and its compounds),0.0622,1
2016,BC,NA - 02,Arsenic (and its compounds),0.3321534,34
2016,BC,NA - 03,Cadmium (and its compounds),0.3007364,37
2016,BC,NA - 04,Chromium (and its compounds),1.5426,5
2016,BC,NA - 05,Cobalt (and its compounds),0.0510057,12
2016,BC,NA - 06,Copper (and its compounds),5.0701,4
2016,BC,NA - 08,Lead (and its compounds),1.1356708,46
2016,BC,NA - 09,Manganese (and its compounds),10.2856,20
2016,BC,NA - 10,Mercury (and its compounds),0.2437162,24
2016,BC,NA - 11,Nickel (and its compounds),0.0019,3
2016,BC,NA - 12,Selenium (and its compounds),0.0578198,33
2016,BC,NA - 14,Zinc (and its compounds),99.8707,11
2016,BC,NA - 16,Ammonia (total),1461.9623,29
2016,BC,NA - 17,Nitrate ion in solution at pH >= 6.0,0.0,1
2016,BC,NA - 19,Hexavalent chromium (and its compounds),0.157783,17
2016,BC,NA - 22,Phosphorus (total),16.5282,14
2016,BC,NA - 37,Thallium (and its compounds),0.00797,1
2016,BC,NA - D/F,Dioxins and furans - total,1.858e-06,24
2016,BC,NA - M08,Total particulate matter,85520.2686,177
2016,BC,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,36482.39258,374
2016,BC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,9921.68966,424
2016,BC,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),988.9468,19
2016,BC,NA - M16,Volatile Organic Compounds (VOCs),17456.405562,217
2016,BC,NA - P/H,"PAHs, total unspeciated",1.5590422,11
2016,MB,100-41-4,Ethylbenzene,34.1,2
2016,MB,100-42-5,Styrene,94.854,3
2016,MB,101-68-8,Methylenebis(phenylisocyanate),0.0349,1
2016,MB,108-10-1,Methyl isobutyl ketone,10.38,3
2016,MB,108-88-3,Toluene,161.8935,9
2016,MB,110-54-3,n-Hexane,182.8423,5
2016,MB,110-82-7,Cyclohexane,29.376,1
2016,MB,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),2873.655,28
2016,MB,118-74-1,Hexachlorobenzene,0.0002677,6
2016,MB,124-40-3,Dimethylamine,1.282,1
2015,ON,1313-27-5,Molybdenum trioxide,1.2816,1
2015,ON,1319-77-3,"Cresol (all isomers, and their salts)",1.7322,3
2015,ON,1330-20-7,Xylene (all isomers),1417.4127,93
2015,ON,13463-40-6,Iron pentacarbonyl,0.0,1
2015,ON,140-88-5,Ethyl acrylate,0.0722,1
2015,ON,141-32-2,Butyl acrylate,2.0246,2
2015,ON,1634-04-4,Methyl tert-butyl ether,3.1908,2
2015,ON,189-55-9,"Dibenzo[a,i]pyrene",0.0872557,5
2015,ON,191-24-2,Benzo[ghi]perylene,0.0379681,14
2015,ON,192-65-4,"Dibenzo[a,e]pyrene",2.48e-05,1
2015,ON,192-97-2,Benzo[e]pyrene,0.0501454,9
2015,ON,193-39-5,"Indeno[1,2,3-cd]pyrene",0.0580826,15
2015,ON,194-59-2,"7H-Dibenzo[c,g]carbazole",7.98e-05,4
2015,ON,198-55-0,Perylene,0.0282321,9
2015,ON,205-82-3,Benzo[j]fluoranthene,0.0182798,9
2015,ON,205-99-2,Benzo[b]fluoranthene,0.1379272,15
2015,ON,206-44-0,Fluoranthene,0.665749,21
2015,ON,207-08-9,Benzo[k]fluoranthene,0.0879457,14
2015,ON,208-96-8,Acenaphthylene,0.8092333,21
2015,ON,218-01-9,Chrysene,0.2589053,17
2015,ON,224-42-0,"Dibenz[a,j]acridine",0.001684,5
2015,ON,226-36-8,"Dibenz[a,h]acridine",0.0007653,2
2015,ON,26471-62-5,Toluenediisocyanate (mixed isomers),0.1095257,6
2015,ON,302-01-2,Hydrazine (and its salts),0.0998,4
2015,ON,34077-87-7,HCFC-123 (all isomers),1.62,1
2015,ON,463-58-1,Carbonyl sulphide,15.8892,2
2015,ON,50-00-0,Formaldehyde,216.5809,16
2015,ON,50-32-8,Benzo[a]pyrene,0.1324924,15
2015,ON,53-70-3,"Dibenz[a,h]anthracene",0.1029664,9
2016,MB,129-00-0,Pyrene,0.0168646,2
2016,MB,1330-20-7,Xylene (all isomers),92.4208,8
2016,MB,191-24-2,Benzo[ghi]perylene,3.1e-06,1
2016,MB,192-97-2,Benzo[e]pyrene,1.9e-06,1
2016,MB,193-39-5,"Indeno[1,2,3-cd]pyrene",1.4e-06,1
2016,MB,198-55-0,Perylene,1.2e-06,1
2016,MB,205-82-3,Benzo[j]fluoranthene,6e-07,1
2016,MB,205-99-2,Benzo[b]fluoranthene,6e-07,1
2016,MB,206-44-0,Fluoranthene,0.0298024,2
2016,MB,207-08-9,Benzo[k]fluoranthene,1.1e-06,1
2016,MB,208-96-8,Acenaphthylene,1.183167,1
2016,MB,218-01-9,Chrysene,2.1e-06,1
2016,MB,50-00-0,Formaldehyde,4.562,1
2016,MB,50-32-8,Benzo[a]pyrene,6e-07,1
2016,MB,56-55-3,Benz[a]anthracene,1.8e-06,1
2016,MB,630-08-0,Carbon monoxide,2134.775,20
2016,MB,67-56-1,Methanol,365.078,10
2016,MB,67-63-0,Isopropyl alcohol,51.4746,6
2016,MB,71-36-3,n-Butyl alcohol,6.1,1
2016,MB,71-43-2,Benzene,1.0323,2
2016,MB,7446-09-5,Sulphur dioxide,143736.3796,11
2016,MB,7647-01-0,Hydrochloric acid,10.4559,2
2016,MB,7664-93-9,Sulphuric acid,53.608,6
2016,MB,7782-50-5,Chlorine,20.126,2
2016,MB,7783-06-4,Hydrogen sulphide,51.331,1
2016,MB,78-79-5,Isoprene,0.2182643,1
2016,MB,78-83-1,i-Butyl alcohol,42.2947,4
2016,MB,78-93-3,Methyl ethyl ketone,61.1798,6
2016,MB,79-00-5,"1,1,2-Trichloroethane",3.36,1
2016,MB,80-05-7,Bisphenol A,2e-06,1
2016,MB,83-32-9,Acenaphthene,0.096073,1
2016,MB,85-01-8,Phenanthrene,0.248732,2
2016,MB,86-73-7,Fluorene,0.011632,1
2016,MB,9016-87-9,Polymeric diphenylmethane diisocyanate,0.0577,1
2016,MB,95-63-6,"1,2,4-Trimethylbenzene",4.794,1
2016,MB,NA - 02,Arsenic (and its compounds),1.076481,4
2016,MB,NA - 03,Cadmium (and its compounds),1.05877,6
2016,MB,NA - 05,Cobalt (and its compounds),0.7210052,6
2016,MB,NA - 06,Copper (and its compounds),37.3762,6
2016,MB,NA - 08,Lead (and its compounds),2.008031,8
2016,MB,NA - 09,Manganese (and its compounds),3.5929,5
2016,MB,NA - 10,Mercury (and its compounds),0.0168931,3
2016,MB,NA - 11,Nickel (and its compounds),20.4819,2
2016,MB,NA - 12,Selenium (and its compounds),0.739999,6
2016,MB,NA - 14,Zinc (and its compounds),27.8989,8
2016,MB,NA - 16,Ammonia (total),1781.3944,8
2016,MB,NA - 19,Hexavalent chromium (and its compounds),0.00075,4
2016,MB,NA - 22,Phosphorus (total),8.4321,3
2016,MB,NA - D/F,Dioxins and furans - total,2.97e-07,5
2016,MB,NA - M08,Total particulate matter,6046.1018,44
2016,MB,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,2922.9523,102
2016,MB,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,1306.5014,98
2016,MB,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),682.941,2
2016,MB,NA - M16,Volatile Organic Compounds (VOCs),8513.333,39
2016,NB,100-41-4,Ethylbenzene,0.8604,1
2016,NB,10049-04-4,Chlorine dioxide,38.0811,3
2016,NB,107-02-8,Acrolein,52.3,1
2016,NB,108-88-3,Toluene,8.3773,2
2016,NB,108-95-2,Phenol (and its salts),15.34,1
2016,NB,110-54-3,n-Hexane,11.2567,2
2016,NB,110-82-7,Cyclohexane,5.6246,1
2016,NB,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),14142.1806,29
2016,NB,115-07-1,Propylene,6.047,1
2016,NB,118-74-1,Hexachlorobenzene,0.000715115,6
2016,NB,129-00-0,Pyrene,0.0654346,2
2016,NB,1319-77-3,"Cresol (all isomers, and their salts)",13.7257,1
2016,NB,1330-20-7,Xylene (all isomers),2.5394,1
2016,NB,191-24-2,Benzo[ghi]perylene,0.000409,1
2016,NB,192-97-2,Benzo[e]pyrene,0.000249,1
2016,NB,193-39-5,"Indeno[1,2,3-cd]pyrene",0.000408,1
2016,NB,198-55-0,Perylene,2.92e-05,1
2016,NB,205-82-3,Benzo[j]fluoranthene,0.000167,1
2016,NB,205-99-2,Benzo[b]fluoranthene,0.000862,1
2016,NB,206-44-0,Fluoranthene,0.0933354,2
2016,NB,207-08-9,Benzo[k]fluoranthene,0.000602,1
2016,NB,208-96-8,Acenaphthylene,2.401006,2
2016,NB,218-01-9,Chrysene,0.0113303,2
2016,NB,50-00-0,Formaldehyde,218.4689,4
2016,NB,50-32-8,Benzo[a]pyrene,0.0039835,2
2016,NB,53-70-3,"Dibenz[a,h]anthracene",0.000288,1
2016,NB,56-55-3,Benz[a]anthracene,0.0096021,2
2016,NB,630-08-0,Carbon monoxide,30129.9021,28
2016,NB,67-56-1,Methanol,945.1896,9
2016,NB,67-63-0,Isopropyl alcohol,14.82,1
2016,NB,67-66-3,Chloroform,87.827,1
2016,NB,71-43-2,Benzene,2.3168,1
2016,NB,7440-62-2,Vanadium (except when in an alloy) and its compounds,0.401,3
2016,NB,7446-09-5,Sulphur dioxide,20009.69,15
2016,NB,74-87-3,Chloromethane,12.3389,1
2016,NB,75-07-0,Acetaldehyde,112.7826,4
2016,NB,7647-01-0,Hydrochloric acid,23.3178,1
2016,NB,7664-93-9,Sulphuric acid,481.7198,6
2016,NB,7782-50-5,Chlorine,121.613,2
2016,NB,7783-06-4,Hydrogen sulphide,48.7406,2
2016,NB,78-93-3,Methyl ethyl ketone,12.152,2
2016,NB,83-32-9,Acenaphthene,0.1954348,2
2016,NB,85-01-8,Phenanthrene,0.6004367,2
2016,NB,86-73-7,Fluorene,0.0264048,2
2016,NB,95-63-6,"1,2,4-Trimethylbenzene",1.6974,1
2016,NB,98-82-8,Cumene,12.07,1
2016,NB,NA - 01,Antimony (and its compounds),0.3174,2
2016,NB,NA - 02,Arsenic (and its compounds),6.8414106,6
2016,NB,NA - 03,Cadmium (and its compounds),1.6236688,9
2016,NB,NA - 04,Chromium (and its compounds),0.001,1
2016,NB,NA - 05,Cobalt (and its compounds),0.0089972,4
2016,NB,NA - 06,Copper (and its compounds),0.391,3
2016,NB,NA - 08,Lead (and its compounds),10.5906628,10
2016,NB,NA - 09,Manganese (and its compounds),0.9996,6
2016,NB,NA - 10,Mercury (and its compounds),0.0554634,4
2016,NB,NA - 11,Nickel (and its compounds),0.1306,3
2016,NB,NA - 12,Selenium (and its compounds),0.00779,2
2016,NB,NA - 14,Zinc (and its compounds),3.889,7
2016,NB,NA - 16,Ammonia (total),333.1251,10
2016,NB,NA - 19,Hexavalent chromium (and its compounds),0.0145892,3
2016,NB,NA - 22,Phosphorus (total),2.4771,5
2016,NB,NA - 37,Thallium (and its compounds),0.1626,1
2016,NB,NA - D/F,Dioxins and furans - total,9.2e-08,9
2016,NB,NA - M08,Total particulate matter,4201.7433,34
2016,NB,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,2830.046,40
2016,NB,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,1178.7701,41
2016,NB,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),124.3456,3
2016,NB,NA - M16,Volatile Organic Compounds (VOCs),3054.6278,27
2016,NB,NA - P/H,"PAHs, total unspeciated",0.031276,1
2016,NL,100-41-4,Ethylbenzene,0.1727,2
2016,NL,108-88-3,Toluene,19.9897,5
2016,NL,110-54-3,n-Hexane,58.4305,5
2016,NL,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),17092.111,28
2016,NL,118-74-1,Hexachlorobenzene,9.851e-06,4
2016,NL,129-00-0,Pyrene,0.010306,2
2016,NL,1330-20-7,Xylene (all isomers),2.1802,3
2016,NL,189-55-9,"Dibenzo[a,i]pyrene",6e-05,1
2016,NL,191-24-2,Benzo[ghi]perylene,1e-07,1
2016,NL,192-97-2,Benzo[e]pyrene,0.000102,1
2016,NL,193-39-5,"Indeno[1,2,3-cd]pyrene",2e-05,1
2016,NL,198-55-0,Perylene,2.3e-05,1
2016,NL,205-82-3,Benzo[j]fluoranthene,0.00016,1
2016,NL,205-99-2,Benzo[b]fluoranthene,0.010261,2
2016,NL,206-44-0,Fluoranthene,0.028719,2
2016,NL,207-08-9,Benzo[k]fluoranthene,0.000164,1
2016,NL,463-58-1,Carbonyl sulphide,2.38,1
2016,NL,50-00-0,Formaldehyde,27.996,1
2016,NL,50-32-8,Benzo[a]pyrene,2.9e-05,1
2016,NL,53-70-3,"Dibenz[a,h]anthracene",2.6e-05,1
2016,NL,56-55-3,Benz[a]anthracene,0.000585,1
2016,NL,630-08-0,Carbon monoxide,7879.6529,13
2016,NL,67-56-1,Methanol,135.664,3
2016,NL,71-43-2,Benzene,13.4932,4
2016,NL,7429-90-5,Aluminum (fume or dust only),31.725,2
2016,NL,7440-62-2,Vanadium (except when in an alloy) and its compounds,37.862,4
2016,NL,7446-09-5,Sulphur dioxide,23751.508,6
2016,NL,75-07-0,Acetaldehyde,1.632,1
2016,NL,7647-01-0,Hydrochloric acid,122.146,1
2016,NL,7664-93-9,Sulphuric acid,220.83,3
2016,NL,83-32-9,Acenaphthene,0.007756,1
2016,NL,85-01-8,Phenanthrene,0.113073,3
2016,NL,86-73-7,Fluorene,0.052671,2
2016,NL,95-63-6,"1,2,4-Trimethylbenzene",3.3634,3
2016,NL,NA - 02,Arsenic (and its compounds),1.26881,3
2016,NL,NA - 03,Cadmium (and its compounds),0.104664,5
2016,NL,NA - 04,Chromium (and its compounds),2.612,2
2016,NL,NA - 05,Cobalt (and its compounds),0.190924,3
2016,NL,NA - 06,Copper (and its compounds),1.117,3
2016,NL,NA - 08,Lead (and its compounds),2.517478,6
2016,NL,NA - 09,Manganese (and its compounds),16.692,3
2016,NL,NA - 10,Mercury (and its compounds),0.042842,4
2016,NL,NA - 11,Nickel (and its compounds),17.199,3
2016,NL,NA - 12,Selenium (and its compounds),0.243588,3
2016,NL,NA - 13,Silver (and its compounds),0.0,1
2016,NL,NA - 14,Zinc (and its compounds),1.759,2
2016,NL,NA - 16,Ammonia (total),4.172,1
2016,NL,NA - 22,Phosphorus (total),1.239,3
2016,NL,NA - 37,Thallium (and its compounds),0.107,1
2016,NL,NA - D/F,Dioxins and furans - total,2.17e-07,4
2016,NL,NA - M08,Total particulate matter,17247.4948,15
2016,NL,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,4756.6782,36
2016,NL,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,1526.1446,37
2016,NL,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),4.0222,1
2016,NL,NA - M16,Volatile Organic Compounds (VOCs),3090.0186,19
2016,NL,NA - P/H,"PAHs, total unspeciated",0.182557,3
2016,NS,100-41-4,Ethylbenzene,2.089,1
2016,NS,100-42-5,Styrene,13.2547,3
2016,NS,10049-04-4,Chlorine dioxide,23.18,1
2016,NS,108-88-3,Toluene,2.612,1
2016,NS,108-95-2,Phenol (and its salts),11.3,1
2016,NS,110-54-3,n-Hexane,6.9395,2
2016,NS,110-82-7,Cyclohexane,0.29,1
2016,NS,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),18348.817,38
2016,NS,118-74-1,Hexachlorobenzene,0.000132147,8
2016,NS,129-00-0,Pyrene,0.0537031,4
2016,NS,1330-20-7,Xylene (all isomers),12.425,2
2016,NS,206-44-0,Fluoranthene,0.091527,2
2016,NS,208-96-8,Acenaphthylene,2.644543,1
2016,NS,218-01-9,Chrysene,0.00646,1
2016,NS,50-00-0,Formaldehyde,21.095,2
2016,NS,56-55-3,Benz[a]anthracene,0.009383,1
2016,NS,630-08-0,Carbon monoxide,3640.735,24
2016,NS,67-56-1,Methanol,115.4,3
2016,NS,67-63-0,Isopropyl alcohol,6.9,1
2016,NS,71-43-2,Benzene,1.6,1
2016,NS,7429-90-5,Aluminum (fume or dust only),26.361,2
2016,NS,7440-62-2,Vanadium (except when in an alloy) and its compounds,0.377,4
2016,NS,7446-09-5,Sulphur dioxide,63943.87,25
2016,NS,74-87-3,Chloromethane,15.44,1
2016,NS,75-07-0,Acetaldehyde,21.053,1
2016,NS,7647-01-0,Hydrochloric acid,1152.91,5
2016,NS,7664-93-9,Sulphuric acid,339.315,6
2016,NS,7782-50-5,Chlorine,2.92,1
2016,NS,7783-06-4,Hydrogen sulphide,34.977,2
2016,NS,78-79-5,Isoprene,0.2596699,2
2016,NS,78-83-1,i-Butyl alcohol,12.0545,1
2016,NS,79-01-6,Trichloroethylene,4.5,1
2016,NS,83-32-9,Acenaphthene,0.21644,1
2016,NS,85-01-8,Phenanthrene,0.6319224,4
2016,NS,86-73-7,Fluorene,0.020616,2
2016,NS,NA - 02,Arsenic (and its compounds),0.0203203,5
2016,NS,NA - 03,Cadmium (and its compounds),0.000691,5
2016,NS,NA - 04,Chromium (and its compounds),0.013,1
2016,NS,NA - 05,Cobalt (and its compounds),0.009936,4
2016,NS,NA - 06,Copper (and its compounds),0.0051,1
2016,NS,NA - 08,Lead (and its compounds),0.0282646,5
2016,NS,NA - 09,Manganese (and its compounds),0.1317,3
2016,NS,NA - 10,Mercury (and its compounds),0.0728482,6
2016,NS,NA - 11,Nickel (and its compounds),0.0953,3
2016,NS,NA - 12,Selenium (and its compounds),0.0097,4
2016,NS,NA - 14,Zinc (and its compounds),0.3064,5
2016,NS,NA - 16,Ammonia (total),97.24,2
2016,NS,NA - 19,Hexavalent chromium (and its compounds),0.00091,3
2016,NS,NA - D/F,Dioxins and furans - total,9.7e-08,7
2016,NS,NA - M08,Total particulate matter,3585.7657,26
2016,NS,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,1519.8962,52
2016,NS,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,545.0724,53
2016,NS,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),54.617,2
2016,NS,NA - M16,Volatile Organic Compounds (VOCs),3374.8111,26
2016,NT,110-54-3,n-Hexane,10.052,1
2016,NT,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),8385.1633,25
2016,NT,115-07-1,Propylene,2.426,2
2016,NT,118-74-1,Hexachlorobenzene,7.117e-06,4
2016,NT,1330-20-7,Xylene (all isomers),5.8444,1
2016,NT,630-08-0,Carbon monoxide,2038.3877,8
2016,NT,67-56-1,Methanol,0.0729,1
2016,NT,7440-62-2,Vanadium (except when in an alloy) and its compounds,0.0136,1
2016,NT,7446-09-5,Sulphur dioxide,232.085,3
2016,NT,7783-06-4,Hydrogen sulphide,16.845,1
2016,NT,NA - 02,Arsenic (and its compounds),0.010194,3
2016,NT,NA - 03,Cadmium (and its compounds),0.0034141,3
2016,NT,NA - 04,Chromium (and its compounds),0.0007,1
2016,NT,NA - 05,Cobalt (and its compounds),0.0026095,2
2016,NT,NA - 06,Copper (and its compounds),0.0261,3
2016,NT,NA - 08,Lead (and its compounds),0.0831625,3
2016,NT,NA - 09,Manganese (and its compounds),0.0026,1
2016,NT,NA - 10,Mercury (and its compounds),0.002105,3
2016,NT,NA - 11,Nickel (and its compounds),0.0374,2
2016,NT,NA - 12,Selenium (and its compounds),0.001378,3
2016,NT,NA - 14,Zinc (and its compounds),0.0135,2
2016,NT,NA - 22,Phosphorus (total),0.0041,1
2016,NT,NA - D/F,Dioxins and furans - total,4e-09,4
2016,NT,NA - M08,Total particulate matter,3778.112,5
2016,NT,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,1309.6635,31
2016,NT,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,420.1745,32
2016,NT,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),16.845,1
2016,NT,NA - M16,Volatile Organic Compounds (VOCs),675.791,6
2016,NU,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),4028.321,34
2016,NU,118-74-1,Hexachlorobenzene,1e-10,4
2016,NU,630-08-0,Carbon monoxide,1248.912,18
2016,NU,7429-90-5,Aluminum (fume or dust only),1.2536,1
2016,NU,7446-09-5,Sulphur dioxide,24.8,1
2016,NU,NA - 02,Arsenic (and its compounds),0.0074528,3
2016,NU,NA - 03,Cadmium (and its compounds),0.0001239,2
2016,NU,NA - 05,Cobalt (and its compounds),0.0044602,3
2016,NU,NA - 08,Lead (and its compounds),0.0051805,4
2016,NU,NA - 10,Mercury (and its compounds),8e-06,1
2016,NU,NA - 12,Selenium (and its compounds),0.0002619,3
2016,NU,NA - 37,Thallium (and its compounds),3.3e-06,1
2016,NU,NA - D/F,Dioxins and furans - total,2e-08,5
2016,NU,NA - M08,Total particulate matter,4890.7473,4
2016,NU,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,1551.4118,31
2016,NU,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,277.5272,33
2016,NU,NA - M16,Volatile Organic Compounds (VOCs),42.631,2
2016,ON,100-41-4,Ethylbenzene,157.0939,26
2016,ON,100-42-5,Styrene,211.8529,25
2016,ON,10049-04-4,Chlorine dioxide,0.8121,2
2016,ON,101-68-8,Methylenebis(phenylisocyanate),1.3373,6
2016,ON,101-77-9,"p,p'-Methylenedianiline",0.0,1
2016,ON,103-23-1,Bis(2-ethylhexyl) adipate,1.144,2
2016,ON,106-99-0,"1,3-Butadiene",17.9317,5
2016,ON,107-02-8,Acrolein,1.0,1
2016,ON,107-13-1,Acrylonitrile,0.49903,2
2016,ON,107-21-1,Ethylene glycol,7.1146,16
2016,ON,108-05-4,Vinyl acetate,0.23,1
2016,ON,108-10-1,Methyl isobutyl ketone,139.7812,22
2016,ON,108-31-6,Maleic anhydride,0.0185,1
2016,ON,108-88-3,Toluene,881.6811,91
2016,ON,108-95-2,Phenol (and its salts),15.5613,10
2016,ON,110-54-3,n-Hexane,1073.1295,26
2016,ON,110-82-7,Cyclohexane,310.8508,17
2016,ON,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),62065.1802,314
2016,ON,111-42-2,Diethanolamine (and its salts),5.7279,3
2016,ON,111-76-2,2-Butoxyethanol,342.7603,23
2016,ON,111-77-3,2-(2-Methoxyethoxy)ethanol,0.0544,1
2016,ON,115-07-1,Propylene,202.0259,11
2016,ON,117-81-7,Bis(2-ethylhexyl) phthalate,0.0,1
2016,ON,118-74-1,Hexachlorobenzene,0.000765067,52
2016,ON,120-12-7,Anthracene,0.135,3
2016,ON,120-82-1,"1,2,4-Trichlorobenzene",1.168,1
2016,ON,127-18-4,Tetrachloroethylene,74.7192,3
2016,ON,129-00-0,Pyrene,0.5152182,23
2016,ON,131-11-3,Dimethyl phthalate,2.433,1
2016,ON,1313-27-5,Molybdenum trioxide,1.1378,1
2016,ON,1319-77-3,"Cresol (all isomers, and their salts)",1.8445,3
2016,ON,1330-20-7,Xylene (all isomers),1235.5757,92
2016,ON,13463-40-6,Iron pentacarbonyl,0.0,1
2016,ON,140-88-5,Ethyl acrylate,0.0283,1
2016,ON,141-32-2,Butyl acrylate,2.0836,2
2016,ON,1634-04-4,Methyl tert-butyl ether,0.97,1
2016,ON,189-55-9,"Dibenzo[a,i]pyrene",0.0846616,5
2016,ON,191-24-2,Benzo[ghi]perylene,0.0449925,14
2016,ON,192-65-4,"Dibenzo[a,e]pyrene",2.5e-05,1
2016,ON,192-97-2,Benzo[e]pyrene,0.0667347,9
2016,ON,193-39-5,"Indeno[1,2,3-cd]pyrene",0.06548,15
2016,ON,194-59-2,"7H-Dibenzo[c,g]carbazole",7.9e-05,4
2016,ON,198-55-0,Perylene,0.0267863,10
2016,ON,205-82-3,Benzo[j]fluoranthene,0.0175202,9
2016,ON,205-99-2,Benzo[b]fluoranthene,0.1494574,16
2016,ON,206-44-0,Fluoranthene,0.7184085,22
2016,ON,207-08-9,Benzo[k]fluoranthene,0.1000781,15
2016,ON,208-96-8,Acenaphthylene,0.9496746,21
2016,ON,218-01-9,Chrysene,0.2728804,17
2016,ON,224-42-0,"Dibenz[a,j]acridine",0.0027295,5
2016,ON,226-36-8,"Dibenz[a,h]acridine",0.0012291,2
2016,ON,26471-62-5,Toluenediisocyanate (mixed isomers),0.1136766,6
2016,ON,302-01-2,Hydrazine (and its salts),0.05605,4
2016,ON,34077-87-7,HCFC-123 (all isomers),1.68,1
2016,ON,463-58-1,Carbonyl sulphide,20.8829,3
2016,ON,50-00-0,Formaldehyde,223.5359,16
2016,ON,50-32-8,Benzo[a]pyrene,0.1439728,14
2016,ON,53-70-3,"Dibenz[a,h]anthracene",0.1019566,7
2016,ON,554-13-2,Lithium carbonate,0.0002,1
2016,ON,56-49-5,3-Methylcholanthrene,1.1e-06,2
2016,ON,56-55-3,Benz[a]anthracene,0.1602364,17
2016,ON,57-97-6,"7,12-Dimethylbenz[a]anthracene",0.0013797,4
2016,ON,584-84-9,"Toluene-2,4-diisocyanate",0.0004284,4
2016,ON,630-08-0,Carbon monoxide,62558.0099,270
2016,ON,64-18-6,Formic acid,31.844,3
2016,ON,67-56-1,Methanol,2091.1159,77
2016,ON,67-63-0,Isopropyl alcohol,561.3596,63
2016,ON,68-12-2,"n,n-Dimethylformamide",4.6649,1
2016,ON,71-36-3,n-Butyl alcohol,481.6034,20
2016,ON,71-43-2,Benzene,162.2479,19
2016,ON,7429-90-5,Aluminum (fume or dust only),15.4741,5
2016,ON,7440-62-2,Vanadium (except when in an alloy) and its compounds,5.8503,16
2016,ON,7446-09-5,Sulphur dioxide,247817.5165,107
2016,ON,74-85-1,Ethylene,412.7311,13
2016,ON,74-87-3,Chloromethane,71.334,2
2016,ON,74-90-8,Hydrogen cyanide,102.3905,4
2016,ON,75-01-4,Vinyl chloride,0.352,1
2016,ON,75-05-8,Acetonitrile,2.829,2
2016,ON,75-07-0,Acetaldehyde,88.7379,9
2016,ON,75-09-2,Dichloromethane,18.418,5
2016,ON,75-15-0,Carbon disulphide,166.6346,5
2016,ON,75-45-6,HCFC-22,4.8,1
2016,ON,7632-00-0,Sodium nitrite,0.5238,3
2016,ON,7647-01-0,Hydrochloric acid,649.5916,38
