"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","mm","centroidX","centroidY"
"Cell_28943",0,0,0.068025045,0,0.216679633,0,0,0.511095047,0,0.018449664,0.693883896,0.492428213,0,0,0.00294301,0.540786445,0.696994126,0,0,0.710875869,0.712855637,0.231578231,0.657159805,0,0,0,0,0.785937011,0,0,0,0.015163462,0,0.420241386,0,0.472007751,"CD8 T",1303.886963,1272.026001
"Cell_28944",0,0,0.015751267,0,0,0.024677245,0,0.412573367,0,0.118460365,0.601910353,0.452488512,0,0,0,0.268424928,0.811486661,0,0,0.759368718,0.847735465,0.059670463,0.600882888,0,0,0,0,0,0,0,0,0,0,0.382146835,0,0.522680998,"CD8 T",1438.892944,1274.416992
"Cell_28945",0,0,0.426654965,0.336261213,0.209499002,0.068939656,0,0.527573943,0.04128791,0.022694312,0.753539026,0.272697508,0,0,0.23279871,0.577049673,0.706141353,0,0,0.617595732,0.409816921,0.19900167,0.785696149,0,0,0,0,0,0,0,0,0.089233451,0,0.539307892,0,0.572677732,"CD8 T",1422.439941,1276.067017
"Cell_28946",0,0,0,0,0,0,0,0.469712466,0,0.092156701,0.711072206,0.637977421,0,0,0.006807976,0.60393244,0.629642546,0,0,0.748708725,0.804635704,0,0.632053852,0,0,0,0,0,0,0,0,0,0,0.458928853,0,0.535218954,"CD8 T",1454.91394,1282.228027
"Cell_28947",0,0,0,0.049679268,0.086402483,0,0.00730039,0.486713499,0,0,0.623898804,0.430186123,0,0,0.023284605,0.551270068,0.745089114,0,0,0.776501477,0.816937268,0.14853929,0.621759892,0,0,0,0,0,0,0,0,0,0,0.430783272,0,0.548226774,"CD8 T",1357.194946,1284.869019
"Cell_28948",0,0,0,0,0,0,0,0.347418815,0,0.073571272,0.604121804,0.488223523,0,0,0.325156838,0.276098996,0.833535671,0,0,0.901536822,0.821996212,0.156136543,0.633612871,0,0,0,0,0,0,0,0,0,0,0.613036931,0,0.550945461,"CD8 T",1460.485962,1309.303955
"Cell_28949",0,0,0.076388486,0.756572604,0.312833965,0,0,0.577359855,0.106297351,0.045513295,0.707816303,0.089560986,0,0,0.094925135,0.403071463,0.495154172,0,0,0.653650641,0.582507372,0.198866352,0.730828345,0,0,0,0,0,0,0,0,0,0,0.245864213,0,0.377902657,"CD8 T",878.0784912,1314.280029
"Cell_28950",0,0,0.384176075,0,0.600485384,0.307284832,0,0.755420387,0,0.060757659,0.932601869,0.696164608,0,0,0.009704122,0.882188797,0.540848494,0,0,0.67034632,0.687269211,0.285582721,0.814075351,0,0,0,0,0,0,0,0,0,0,0.458355635,0,0.301023424,"CD8 T",1414.904053,1313.394043
"Cell_28951",0,0.152682871,0,0,0.071500383,0.140342176,0,0.47664541,0,0.094970949,0.69076854,0.33355993,0,0.059328463,0.043707009,0.363127679,0.768919647,0,0,0.78696233,0.716088176,0.121661901,0.619832754,0,0,0,0,0,0.212769926,0,0,0,0,0.542514563,0,0.122578502,"CD8 T",1314.105957,1325.140015
"Cell_28952",0,0,0.028748455,0,0.036119238,0,0,0.573609114,0,0.033145174,0.730815649,0.602756381,0,0,0.009915004,0.316419631,0.768633842,0,0.028925573,0.818418622,0.840515614,0.045489091,0.662211537,0,0,0,0,0,0,0,0,0,0,0.423952192,0,0.403658658,"CD8 T",1366.46106,1334.27002
"Cell_28953",0,0,0.111168794,0,0.102275103,0.195585012,0,0.377331942,0,0.012144087,0.653467,0.507474482,0,0,0.055848859,0.359773844,0.799247205,0,0,0.809263349,0.779974997,0.074565619,0.635886908,0,0,0,0,0,0,0,0,0,0,0.47788763,0,0.559128702,"CD8 T",618.7495117,1343.906982
"Cell_28954",0,0,0.1162384,0,0,0,0,0.543751895,0,0.021181965,0.779160559,0.385671526,0,0,0,0.663686156,0.541243792,0,0,0.690235555,0.579357922,0.381312728,0.710274041,0,0,0,0,0,0,0,0,0,0,0.340519339,0,0.592867017,"CD8 T",419.8851929,1345.515015
"Cell_28955",0.088822097,0,0.054831721,0,0.036973339,0.760368347,0,0.244886979,0,0,0.731176496,0.535748422,0,0,0,0.388430297,0.801367581,0,0,0.823822856,0.554084003,0.476330101,0.688712537,0,0,0,0,0,0,0,0,0,0,0.565515459,0,0.40810734,"CD8 T",602.3828125,1349.527954
"Cell_28956",0,0,0,0,0,0.19830139,0,0.483572483,0,0,0.591959059,0.52959609,0,0,0.020036593,0.616073251,0.692431271,0,0,0.774639964,0.823222041,0.234713912,0.645567238,0,0,0,0,0,0,0,0,0,0,0.419303983,0,0.615656197,"CD8 T",608.7692261,1364.577026
"Cell_28957",0.199425012,0,0,0,0,0.023869162,0,0.062860735,0,0,0.522996366,0.299671203,0,0,0,0.537584543,0.610477865,0.034845561,0,0.622399211,0.608090997,0.277489513,0.570232391,0,0.066008717,0.117905058,0,0.381947368,0,0,0,0,0.157540917,0.224022016,0,0.317530602,"CD8 T",67.09671783,1380.447021
"Cell_28958",0.327487081,0,0.072840273,0,0.061984327,0,0,0.322579533,0,0.017571334,0.679120719,0.447449446,0,0,0.037738997,0.559847116,0.757080615,0,0,0.656027555,0.633647621,0.385547608,0.527804494,0,0,0.031680249,0,0.433326811,0,0,0,0.116295435,0.428515971,0.245395601,0,0.378848553,"CD8 T",1873.19104,1385.85498
"Cell_28959",0,0,0,0.011299963,0,0,0,0.19186534,0,0.025247991,0.644094586,0.539787829,0,0,0.39461419,0.39457345,0.818448365,0,0,0.806161284,0.700445235,0.156738728,0.624710202,0,0,0,0,0.301135898,0,0,0,0,0.335752755,0.504086673,0,0.655418217,"CD8 T",933.1522827,1392.619019
"Cell_28960",0,0,0.318039864,0,0,0,0,0.44043386,0,0.080140829,0.718833327,0.410516679,0,0,0,0.61181283,0.745040596,0,0,0.68263346,0.714778066,0.114185199,0.726983309,0,0,0,0,0,0,0,0,0,0,0.389463216,0.111835673,0.603725791,"CD8 T",1494.284058,1392.354004
"Cell_28961",0.090598859,0,0.154398456,0.102780744,0,0,0,0.472282708,0,0.044588011,0.678643346,0.346277714,0,0,0.044482496,0.628507376,0.788563669,0,0,0.697717547,0.654516816,0.102400117,0.71822691,0.071311451,0,0,0,0,0,0,0,0,0,0.453710079,0,0.536990881,"CD8 T",1412.045044,1401.640015
"Cell_28962",0,0,0,0,0,0,0,0.359110981,0,0.054409545,0.590446711,0.235656142,0,0,0,0.435634732,0.739988148,0,0,0.796156883,0.736650467,0.104412697,0.617390037,0,0,0,0,0,0,0,0,0,0,0.502370894,0,0.484370738,"CD8 T",469.2000122,1403.137939
"Cell_28963",0,0,0,0.127885684,0.107196458,0,0,0.239944384,0.046260688,0.003768241,0.551118791,0.193918794,0,0,0.019819127,0.472422272,0.814033687,0,0,0.639937162,0.753937721,0.124801897,0.601279199,0,0,0,0,0,0,0,0,0,0,0.335408747,0,0.038704131,"CD8 T",1045.81604,1427.051025
"Cell_28964",0,0,0.502512217,0,0.318697214,0,0,0.639708161,0,0,0.705429018,0.631737888,0,0,0.017878514,0.45929417,0.502313375,0,0,0.543417573,0.547328174,0.236796528,0.558493495,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD8 T",378.4509888,1442.05896
"Cell_28965",0,0,0,0.144135758,0.16867955,0,0,0,0,0,0.504286468,0,0,0,0,0.392985433,0.54288739,0,0,0.672610879,0.57781291,0.010500688,0.61712122,0,0,0,0,0,0,0,0,0,0,0.645518541,0,0,"CD8 T",1052.324951,1443.545044
"Cell_28966",0,0,0.541362464,0.006637361,0.122392446,0,0,0.66945231,0.009108886,0.086494647,0.726664424,0.621599376,0,0,0.014897994,0.633664846,0.736370683,0,0,0.636147857,0.761280596,0.29540804,0.7027843,0,0,0,0.369226754,0,0,0,0,0.028514875,0,0.440950066,0,0.268087953,"CD8 T",1326.532959,1448.657959
"Cell_28967",0,0,0.029386342,0,0,0.126114145,0,0.328744888,0,0,0.650112987,0.109364226,0,0,0,0.516923606,0.663362324,0,0,0.832850933,0.771464229,0.187618643,0.662831545,0,0,0,0,0,0,0,0,0,0,0.422948062,0,0.198840424,"CD8 T",690.4074097,1472.073975
"Cell_28968",0,0,0.064924493,0,0,0,0,0.540118814,0,0,0.683743834,0.481820643,0,0,0,0.456806034,0.809593856,0,0,0.716750741,0.579150558,0.174081594,0.711881042,0,0,0,0,0.348664731,0,0,0,0,0.232843101,0.442082345,0,0.65740788,"CD8 T",1477.442993,1483.151978
"Cell_28969",0.185935795,0,0,0,0,0,0,0.106871113,0,0.00203494,0.331918716,0.201668903,0,0,0,0.31111896,0.704956293,0,0,0.631372511,0.495009363,0.222406194,0.51127845,0,0,0,0,0,0,0,0,0,0,0.107675478,0,0.04176015,"CD8 T",183.4152069,1504.598022
"Cell_28970",0,0,0,0.038009863,0,0.23863852,0,0.36118716,0,0,0.618793786,0.447300404,0,0,0,0.566375911,0.780759037,0,0,0.769336879,0.837767005,0.007577752,0.638800085,0,0,0,0.320765138,0,0,0,0,0,0,0.497761786,0,0.447302788,"CD8 T",693.2316284,1508.999023
"Cell_28971",0,0,0,0,0,0.636378586,0,0.463194966,0,0,0.690812409,0.097282238,0,0,0.030790033,0.507003844,0.772906959,0,0,0.787222207,0.725418627,0.107810922,0.660672963,0,0,0,0,0,0,0,0,0,0,0.578898907,0,0.417648524,"CD8 T",669.4074707,1511.274048
"Cell_28972",0.4657574,0,0,0,0,0,0,0.403323084,0,0,0.499044061,0.425024778,0,0,0,0.629278004,0.643184781,0,0,0.739893734,0.77635777,0.355039179,0.514095187,0,0,0,0,0,0,0,0,0,0,0.314683616,0,0,"CD8 T",158.8652039,1517.708984
"Cell_28973",0.482689053,0,0,0,0,0,0,0.928877771,0,0,0.768565536,0.505085349,0,0,0,0.878768861,0.64926976,0,0,0.450039417,0.301341116,0.369425625,0.628317237,0,0,0,0,0,0,0,0,0.007149875,0,0.248877183,0,0.711277843,"CD8 T",1808.41394,1529.468018
"Cell_28974",0,0,0,0,0,0,0,0.561109006,0,0.055733129,0.585819304,0.395450413,0,0,0.00667516,0.296055764,0.676557839,0,0,0.679639041,0.730394006,0.094633199,0.672895491,0,0,0,0,0,0,0,0,0,0,0.198894545,0,0.604588807,"CD8 T",1424.270996,1531.812012
"Cell_28975",0,0,0,0,0,0.194460675,0,0.561590493,0,0.066083021,0.742783904,0.569545627,0,0,0,0.749837101,0.681834877,0,0,0.773821592,0.762909234,0.093525633,0.717384398,0,0,0,0,0,0,0,0,0,0,0.457768053,0,0.644860089,"CD8 T",543.774292,1543.712036
"Cell_28976",0.274970084,0,0.025832331,0,0,0,0,0.637907624,0,0,0.627422333,0.448803097,0,0,0,0.732329309,0.620317996,0,0,0.784602404,0.905843437,0.263819337,0.571217477,0,0,0,0,0,0,0,0,0,0,0.368590236,0,0.220444933,"CD8 T",1734.160034,1545.046997
"Cell_28977",0,0,0.006600231,0,0,0,0,0.804261327,0,0.164516181,0.820571125,0.633711934,0,0,0,0.756474972,0.728934586,0,0,0.777671814,0.724476695,0.09287972,0.712770164,0,0,0,0,0,0,0,0,0,0,0.384211242,0,0.675797582,"CD8 T",1441.140015,1547.406006
"Cell_28978",0,0,0.38676998,0,0.028405529,0,0,0.651284754,0,0,0.751958966,0.598961115,0,0.080853291,0.298883647,0.744232297,0.767033756,0,0,0.581832588,0.63926357,0.202597857,0.695853233,0,0,0,0,0,0,0,0,0.012849591,0,0.309452206,0,0.722329497,"CD8 T",1417.256958,1547.762939
"Cell_28979",0,0,0.237966403,0,0,0,0,0.485796452,0,0.119381927,0.790930331,0.551909447,0,0,0,0.693312228,0.740831375,0,0,0.388004601,0.307043433,0.555187345,0.715869606,0,0,0,0,0,0,0,0,0.073856875,0,0,0,0.419145674,"CD8 T",386.1614075,1555.406006
"Cell_28980",0.203257263,0,0.063877977,0,0,0,0,0.324633747,0,0.114812896,0.568483531,0.347339779,0,0,0,0.29722479,0.786499679,0,0,0.740675449,0.79290396,0.081275485,0.627016723,0,0,0,0,0,0,0,0,0,0,0.413206905,0.119611539,0.706131041,"CD8 T",525.0761108,1557.14502
"Cell_28981",0,0,0.116128735,0,0,0,0,0.470796824,0,0,0.667411506,0.468286127,0,0,0,0.639174283,0.754670084,0,0,0.625377834,0.62056762,0.221532822,0.593857229,0,0,0,0,0,0,0,0,0,0,0.138551921,0,0.166054249,"CD8 T",365.9787903,1559.452026
"Cell_28982",0,0,0.028137645,0.078098483,0,0,0,0.347504348,0,0,0.59007293,0.447788328,0,0,0.111444324,0.4549959,0.863189638,0,0,0.738277256,0.616159558,0.032185357,0.599163175,0,0,0,0,0,0,0,0,0,0.094174504,0.315306783,0,0.491072595,"CD8 T",856.1702271,1600.989014
"Cell_28983",0,0,0,0.132794142,0.011021888,0,0,0.355885148,0,0,0.490722418,0.381568342,0,0.070070982,0.243914828,0.36438179,0.818624556,0,0,0.756580949,0.706409991,0.208217084,0.637326658,0,0,0,0,0,0,0,0,0,0.128798738,0.433374435,0,0.486106396,"CD8 T",878.6477051,1612.967041
"Cell_28984",0.018896384,0,0,0.016824227,0,0,0,0.087008782,0,0,0.435941696,0,0,0,0.004048758,0.433265835,0.813193202,0,0,0.851236045,0.732269406,0,0.638250589,0,0,0,0,0,0,0,0,0,0,0.504355907,0.013552005,0.67791158,"CD8 T",723.3225098,1613.317017
"Cell_28985",0.017507583,0,0.089148946,0,0,0,0,0.202939019,0,0.047861259,0.580379486,0.41565159,0,0,0,0.475945115,0.77309829,0,0,0.822653532,0.732490897,0.263344139,0.693049014,0.05674655,0,0,0,0,0,0,0,0.033057548,0,0.451118916,0,0.633468211,"CD8 T",575.9259033,1658.665039
"Cell_28986",0,0,0.363868743,0.049969342,0.050232518,0,0,0,0,0,0.603200376,0.382560462,0,0,0.102479123,0.550935149,0.471184999,0,0,0.464102685,0.452625185,0.235127673,0.629128695,0,0,0,0,0,0,0,0,0,0,0.104486108,0,0.386445284,"CD8 T",848.5551147,1659.224976
"Cell_28987",0,0,0,0,0,0,0,0.444564909,0,0.305473685,0.719647706,0.623347759,0,0,0,0.544860184,0.537971854,0,0,0.616135597,0.613351822,0.393766165,0.761803389,0.023469999,0,0,0,0,0,0,0,0.04743946,0,0.246461704,0,0.609911144,"CD8 T",555.5354004,1662.438965
"Cell_28988",0.66006422,0,0.038808133,0,0.030508509,0,0,0.156666875,0,0,0.662423193,0.533093989,0,0,0,0.754961193,0.539067984,0,0,0.592995703,0.556431472,0.327915192,0.619096994,0,0.575543344,0.423402131,0,0,0,0,0.106627412,0,0.340099245,0.152569085,0,0.369878769,"CD8 T",1752.602051,1661.682007
"Cell_28989",0,0,0,0,0,0,0,0.36118716,0,0.186987564,0.509442031,0.310373366,0,0,0,0.391637981,0.759240627,0,0,0.81582582,0.774037063,0,0.599300563,0,0,0,0,0,0,0,0,0,0,0.466039151,0.00883847,0.632183135,"CD8 T",1538.68103,1671.623047
"Cell_28990",0.207294792,0,0.665804029,0,0,0,0,0.52043736,0,0.234975189,0.722262204,0.582038164,0,0,0,0.540928185,0.765381455,0,0,0.755210698,0.681768954,0.158445224,0.68050164,0,0,0,0,0.047418576,0,0,0,0,0,0.449257642,0,0.616215289,"CD8 T",1580.235962,1675.14502
"Cell_28991",0.020292738,0,0.207809463,0,0,0,0,0.477968067,0,0,0.696189702,0.40646255,0,0,0,0.695574105,0.766266882,0,0,0.757033229,0.708786011,0,0.647467554,0,0,0,0,0,0,0,0,0,0,0.406340271,0.311014771,0.63899076,"CD8 T",1556.435059,1677.317017
"Cell_28992",0,0,0,0.061112806,0,0,0,0.349342167,0,0,0.600993574,0.049569704,0,0,0.053858336,0.426021934,0.815920532,0,0,0.767832756,0.64397198,0.159019202,0.637603045,0,0,0,0,0.003833651,0,0,0,0,0,0.449098617,0,0.630316377,"CD8 T",605.75177,1681.493042
"Cell_28993",0,0,0.07685747,0,0,0,0,0.519863069,0,0,0.587406814,0.363868237,0,0,0.018887293,0.551639736,0.80314064,0,0,0.697796047,0.676346302,0.156721607,0.624605775,0,0,0,0,0.299799353,0,0,0,0.007082552,0,0.309524238,0,0.583949745,"CD8 T",584.9434814,1683.741943
"Cell_28994",0,0,0.038562883,0,0,0,0,0.435358196,0,0.100716658,0.735003829,0.443526268,0,0.262375116,0,0.426032484,0.726562142,0,0,0.799023092,0.759662271,0,0.655590475,0,0,0,0,0,0,0,0,0,0,0.41999802,0,0.674402177,"CD8 T",1566.024048,1695.008057
"Cell_28995",0,0,0,0,0,0,0,0.204890534,0,0.080706708,0.470592588,0.339474648,0,0,0.097402148,0.418161005,0.732723832,0,0,0.640196621,0.753758669,0.087645948,0.576705277,0,0,0,0,0,0,0,0,0,0.233563319,0.305790782,0,0.298643947,"CD8 T",762.7470093,1700.468994
"Cell_28996",0,0,0.249893993,0,0,0,0,0.511800587,0,0,0.63498354,0.158888951,0,0,0.076439731,0.450494617,0.668118119,0,0,0.765943229,0.577538073,0.101367794,0.634233594,0,0,0,0,0.017469654,0,0,0,0,0,0.516345501,0,0.421953142,"CD8 T",592.1693726,1704.802979
"Cell_28997",0,0,0.1305563,0,0,0.120832175,0,0.346762985,0,0.07958845,0.613371193,0.566228867,0,0,0.052909546,0.274083495,0.775149822,0,0.055661719,0.881371796,0.858041584,0.084399074,0.631674707,0,0,0,0,0,0,0,0,0,0,0.52125591,0,0.554458082,"CD8 T",1505.154053,1708.362061
"Cell_28998",0,0,0.16363807,0,0,0.209566146,0,0.439383864,0,0,0.686683595,0.104323916,0,0,0.008369067,0.534426987,0.791250706,0,0,0.848228872,0.807815731,0.10414464,0.685869277,0,0,0,0,0,0.088158764,0,0,0,0,0.489981562,0.085234188,0.320970833,"CD8 T",1366.573975,1728.843994
"Cell_28999",0,0,0.613503516,0,0.16949442,0.117428511,0,0.599334419,0.088166617,0.200649142,0.855498552,0.56705153,0,0,0.007145648,0.612170517,0.610738218,0,0,0.733050287,0.628055155,0.244608372,0.842560887,0,0,0,0,0,0,0,0,0,0,0.362388223,0,0.526455164,"CD8 T",1484.352051,1743.775024
"Cell_29000",0,0,0,0.036523655,0.005017688,0.787408054,0,0.075167991,0,0,0.673109174,0.263261139,0,0,0.004400232,0.343374342,0.816642046,0,0,0.858240604,0.666507423,0.245504305,0.738074183,0,0,0,0,0,0,0,0,0,0,0.574094057,0,0.41674763,"CD8 T",689.7540283,1746.656006
"Cell_29001",0.075436383,0,0.284129828,0.013010311,0,0.118973263,0,0.62111783,0,0.136009261,0.726730704,0.589391291,0,0.003168899,0.073786758,0.5812549,0.792313278,0,0,0.592831671,0.543888211,0.264436454,0.759858191,0,0,0,0.198508322,0,0,0,0,0.094876662,0.120418735,0.338109255,0,0.727370977,"CD8 T",1375.551025,1749.47998
"Cell_29002",0,0,0,0,0,0.081769869,0,0.675716043,0.132904977,0,0.72325474,0.523689091,0,0,0,0.706365049,0.636152625,0,0,0.59066397,0.537960827,0.051518776,0.72575146,0,0,0,0,0,0,0,0,0,0,0.402468681,0,0.582040727,"CD8 T",699.0512695,1764.678955
"Cell_29003",0.148152247,0,0.047412068,0,0,0,0,0.403859943,0,0.007333454,0.524557769,0.052979801,0,0,0,0.404547036,0.74732095,0,0,0.503261387,0.482984155,0.353288233,0.575822771,0,0,0,0.210814044,0,0,0,0,0.033734981,0,0.535343409,0,0.61515522,"CD8 T",350.7744141,1765.864014
"Cell_29004",0,0,0.002334024,0,0.034802053,0,0,0.25481227,0,0,0.523896813,0.349856287,0,0,0,0.447030723,0.662803531,0,0,0.651296258,0.602110386,0.066345245,0.613084197,0,0,0,0,0,0,0,0,0,0,0.366912961,0,0.630231202,"CD8 T",374.0228882,1772.630981
"Cell_29005",0,0,0,0,0.120127827,0,0,0.375057369,0,0,0.619881272,0.202518493,0,0,0.039776068,0.507674336,0.796720088,0,0,0.61402899,0.649495423,0.010760069,0.743324399,0,0,0,0,0,0,0,0,0,0,0.43801263,0,0.605240703,"CD8 T",1156.430054,1774.989014
"Cell_29006",0,0,0,0,0,0,0,0.565450907,0.336469233,0.006170585,0.760196865,0.650817156,0,0,0.095787764,0.707899928,0.716832995,0,0,0.467678696,0.312812418,0,0.732587993,0,0,0.002623572,0,0,0,0,0,0,0,0.356192082,0,0.619951904,"CD8 T",1178.371948,1776.061035
"Cell_29007",0,0,0.237966403,0,0.01092067,0.027799476,0,0.395785481,0,0.020014862,0.614577413,0.458740473,0,0,0.014362159,0.526581705,0.792221725,0,0,0.79194659,0.713476717,0.061018951,0.652776122,0,0,0,0,0,0,0,0,0,0,0.389187515,0,0.618194878,"CD8 T",595.8345947,1786.698975
"Cell_29008",0.41817379,0,0.79777199,0.017956795,0.301398724,0,0,0.239646137,0,0.070101179,0.773234785,0.654789388,0,0,0.188861459,0.341881067,0.583314717,0,0,0.630403697,0.602286935,0.191476315,0.690260053,0,0,0,0,0,0,0,0,0,0,0.203017429,0,0.566910446,"CD8 T",1457.597046,1787.06604
"Cell_29009",0,0,0.218772903,0,0,0,0,0.430253327,0,0.036506843,0.582356572,0.257529765,0,0,0,0.371823996,0.589253724,0,0,0.517130077,0.510465443,0.073426098,0.611334682,0,0,0,0,0.565126896,0,0,0,0,0,0,0,0.597490251,"CD8 T",1991.552002,1793.180054
"Cell_29010",0,0,0.317942113,0,0.153039083,0.60391438,0,0.771305978,0,0.057916775,0.787485063,0.595693827,0,0,0,0.723391116,0.713081241,0,0,0.530392706,0.437559873,0.172145069,0.729522884,0,0,0,0,0,0,0,0,0,0,0.484901547,0,0.674512327,"CD8 T",474.9772034,1809.109985
"Cell_29011",0,0,0.258265406,0.104548357,0,0.019069577,0,0.34899947,0,0.143387362,0.705649912,0.526551068,0,0,0.086861432,0.352902979,0.493475407,0,0,0.604048848,0.482569903,0.155469373,0.767585933,0,0,0,0,0,0,0,0,0,0,0.727245629,0,0.518503129,"CD8 T",1543.437988,1808.717041
"Cell_29012",0,0,0.016508995,0,0,0,0,0.211776778,0,0.084710874,0.546512008,0.245157838,0,0,0.064548798,0.419468254,0.817414224,0,0,0.743912578,0.741031766,0.165010169,0.587373734,0,0,0,0,0,0,0,0,0,0,0.362769186,0,0.395602912,"CD8 T",738.4777222,1838.863037
"Cell_29013",0.157623097,0.016577838,0.379640549,0.02990748,0.059219562,0,0,0.228299305,0,0,0.568168283,0.349670261,0,0.017742714,0.093462773,0.313237906,0.741652548,0,0,0.578976631,0.630491376,0.259229332,0.662446737,0,0,0,0,0,0,0,0,0,0,0.237193331,0,0.683715165,"CD8 T",1485.975952,1843.13501
"Cell_29014",0,0,0.108660817,0,0,0.010067002,0,0.620391726,0,0.012488741,0.560056031,0.388063312,0,0,0,0.449888855,0.761524916,0,0,0.803195715,0.757508993,0.078318775,0.57219243,0,0,0,0,0,0,0,0,0,0,0.415341288,0,0.405216545,"CD8 T",1981.220947,1848.833984
"Cell_29015",0.193531588,0.018938959,0.223511949,0,0,0.212362871,0,0.307222813,0,0.131136134,0.610808909,0.203732267,0,0,0,0.424029529,0.717434406,0,0,0.729497194,0.636241138,0.339248449,0.685805082,0.001519603,0,0,0,0,0,0,0,0,0,0.358914644,0,0.701894224,"CD8 T",1945.949951,1855.453979
"Cell_29016",0,0.025729436,0,0,0,0,0,0.140465647,0,0,0.558426619,0.19206804,0,0.00344469,0.024280962,0.299653798,0.756381214,0,0,0.770710826,0.690740705,0,0.630896807,0,0,0,0,0,0.024740966,0,0,0,0,0.567273557,0,0.495471239,"CD8 T",1361.876953,1886.755005
"Cell_29017",0,0,0,0.005328642,0,0,0,0.195427939,0,0,0.413361162,0,0,0,0,0.411251634,0.758184373,0,0,0.777620912,0.752554834,0.007575221,0.546679318,0,0,0,0,0,0,0,0,0,0,0.452395827,0,0.327604294,"CD8 T",1069.678955,1890.541016
"Cell_29018",0,0,0.671835601,0.090848401,0.37026006,0,0,0.595076084,0,0.07160224,0.84789753,0.770791709,0,0,0,0.760794997,0.504025638,0,0,0.61857897,0.636976182,0.778296649,0.764824271,0,0,0,0,0,0,0,0,0.090662494,0,0.282447964,0,0.463486314,"CD8 T",1511.55896,1897.064941
"Cell_29019",0,0,0.26718539,0.217062429,0,0.00404509,0,0.318292916,0,0.091662735,0.699736476,0.614477575,0,0,0.035927191,0.537107587,0.616029918,0,0,0.54519707,0.472724229,0.166241422,0.706758738,0,0,0,0,0,0,0,0,0,0,0.296998203,0,0.471531183,"CD8 T",1500.692993,1905.797974
"Cell_29020",0,0,0.425881058,0,0,0.026854089,0,0.393255353,0,0.06105195,0.583975613,0.523567557,0,0,0.021261321,0.320442051,0.777455211,0,0,0.798749864,0.744710863,0.137570381,0.576860785,0,0,0,0,0,0,0,0,0,0,0.383608669,0,0.486386031,"CD8 T",1963.592041,1920.087036
"Cell_29021",0,0,0.067759313,0.127674446,0,0.161919609,0,0.086073801,0,0,0.555580378,0.305487335,0,0,0,0.27194047,0.802021444,0,0,0.721241891,0.679846048,0.111983716,0.635656416,0,0,0,0,0,0,0,0,0,0,0.563788772,0,0.540030777,"CD8 T",442.9468994,1924.719971
"Cell_29022",0,0,0.932147503,0,0,0.086042523,0,0.596313834,0,0.209146366,0.786380947,0.40563646,0,0,0,0.577549815,0.719632506,0,0,0.669933677,0.523985207,0.20754467,0.722473979,0,0,0,0,0,0,0,0,0,0,0.249223962,0,0.559585929,"CD8 T",1994.034058,1924.833984
"Cell_29023",0.146096602,0,0.347139984,0.115435489,0,0.319673628,0,0.680630505,0,0.053989891,0.75140816,0.158546671,0,0,0.219565362,0.66229099,0.79880935,0,0,0.735390365,0.5989604,0.311137289,0.744895399,0,0,0,0,0,0,0,0,0,0,0.372703165,0,0.410141587,"CD8 T",1552.546021,1932.28894
"Cell_29024",0,0,0.416867107,0,0.146442696,0,0,0.694622219,0,0.172186062,0.761016965,0.65029937,0,0,0.149658173,0.495852083,0.678484917,0,0,0.73198545,0.661775291,0.141155466,0.704488218,0,0,0,0,0,0,0,0,0,0,0.368351251,0,0.431011081,"CD8 T",1457.526978,1945.098999
"Cell_29025",0.121417128,0,0.108080946,0,0,0.016760645,0,0.290794909,0,0.050613288,0.539367676,0.236995518,0,0,0.010206104,0.380889297,0.791165292,0,0,0.639338791,0.70430696,0.123319767,0.619223058,0,0,0,0.153492451,0.020864934,0,0,0,0,0,0.327139378,0.155400217,0.599848568,"CD8 T",1757.953979,1947.845947
"Cell_29026",0.720188379,0,0,0,0,0,0,0.298861653,0,0,0.401472956,0.291961819,0,0,0,0.556257188,0.767760813,0.114081047,0,0.664726615,0.4704189,0.504555762,0.582470417,0,0,0.049830981,0,0,0,0,0,0,0,0.168986842,0,0,"CD8 T",151.1828003,1948.260986
