"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","mm","centroidX","centroidY"
"Cell_170660",0,0,0.23295252,0,0,0,0,0.564197063,0,0,0.639296532,0.057362352,0,0,0,0,0.68649739,0,0,0.765545011,0.786800563,0.052536,0.647328019,0,0,0,0,0,0,0,0,0,0,0.437375963,0,0.560636163,"Other immune",1705.373047,191.7230988
"Cell_170661",0,0,0.004684503,0,0,0.349388838,0,0.569920421,0,0.084114753,0.622086406,0.241950661,0,0,0.053009339,0.237841144,0.727696657,0,0,0.645255804,0.657633662,0.328544348,0.672559381,0,0,0.20556809,0.395267546,0,0,0,0,0,0,0.673545599,0,0.61268568,"Other immune",1779.141968,200.454895
"Cell_170662",0,0,0.017741764,0,0,0.251047969,0,0.551588893,0,0.158999771,0.63169837,0.32940501,0,0,0,0.021895243,0.724370956,0,0,0.704614639,0.763617992,0.321259677,0.738432169,0.006680693,0,0,0,0,0,0,0,0,0,0.375528306,0,0.701481581,"Other immune",1718.505981,202.9501953
"Cell_170663",0,0,0.057173792,0,0.019822607,0.254833341,0,0.390101224,0,0.137675449,0.668562949,0.46546638,0,0,0.001581185,0,0.823463559,0,0,0.898810148,0.827792227,0.294416368,0.707852483,0,0,0,0,0,0,0,0,0,0,0.605664968,0,0.443735451,"Other immune",1574.25,222.7366028
"Cell_170664",0.122984216,0,0.001759832,0,0.040028688,0,0,0.161781102,0,0.01267694,0.555316448,0.360637784,0,0,0,0.156235114,0.797454655,0,0.254739821,0.719860852,0.763634384,0.207286,0.540706515,0,0.456666499,0.481613994,0,0,0,0,0,0,0,0.303429514,0,0.079029158,"Other immune",134.6410065,224.0292969
"Cell_170665",0.243017972,0,0,0,0,0,0,0.557633042,0,0,0.597771525,0.333642155,0,0,0,0,0.526163399,0,0,0.65023911,0.438609362,0.169180185,0.555639863,0,0.109897904,0.182614014,0,0,0,0,0,0,0,0.84309274,0,0.844094753,"Other immune",36.38158035,227.0460968
"Cell_170666",0,0,0.016174704,0,0,0.336468756,0,0.575918376,0,0.232366055,0.690936625,0.3855187,0,0,0,0.143192306,0.79620868,0,0,0.902253449,0.868320465,0.431312531,0.748338282,0,0,0,0,0,0,0,0,0,0,0.57958293,0,0.563152671,"Other immune",1592.750977,226.4669952
"Cell_170667",0,0,0.208596885,0,0,0.135063797,0,0.482904732,0,0.27492398,0.532337487,0.452328503,0,0,0.045106471,0,0.795503914,0,0,0.784547985,0.864678442,0.086744539,0.692759216,0,0,0,0,0,0,0,0,0,0,0.442642331,0,0.291895449,"Other immune",2004.225952,228.429306
"Cell_170668",0,0,0,0,0,0.11128474,0,0.537305474,0,0,0.559240222,0.339480489,0,0,0,0.00442432,0.834555626,0,0,0.840113759,0.799581528,0.010322044,0.62493223,0,0,0.300681025,0,0,0,0,0,0,0,0.497377902,0,0.414214969,"Other immune",1652.918945,228.3361969
"Cell_170669",0,0,0.119068108,0,0,0.179349408,0,0.514619589,0,0.370779634,0.628058016,0.471739471,0,0,0.005936796,0.009020587,0.757060289,0,0,0.764049947,0.850781858,0.047119338,0.681179762,0,0,0,0,0,0,0,0,0,0,0.425989568,0,0.280822814,"Other immune",1982.569946,228.8654938
"Cell_170670",0,0,0,0,0.486037135,0,0,0.245814905,0,0.436755896,0.745812297,0.677703857,0,0,0.07577014,0,0.490876526,0,0,0.559733689,0.56702584,0.189935371,0.658763766,0,0,0.002958686,0,0,0,0,0,0,0,0.424989253,0,0.673088789,"Other immune",294.7992859,243.1277008
"Cell_170671",0.623981535,0,0,0,0,0,0,0.183303684,0,0.213375703,0.730829716,0.344370604,0,0,0,0,0.496124417,0,0,0.578148961,0.597795248,0.549411118,0.77444154,0.431878895,0,0,0,0,0,0,0,0,0,0.465649962,0,0.519124746,"Other immune",1491.530029,247.348999
"Cell_170672",0.218907699,0,0,0,0,0,0,0.265549928,0,0.205288276,0.544158876,0.322471559,0,0,0,0.026274387,0.776799977,0.011344762,0,0.650419891,0.663001537,0.23902075,0.541161895,0,0.238518,0.218029186,0,0,0,0,0,0.006342076,0,0.313669205,0,0.519503117,"Other immune",1003.255981,249.0792999
"Cell_170673",0,0,0,0,0,0.428368181,0,0.365596145,0,0.178440914,0.629961073,0.513530552,0,0,0,0.024636483,0.729505181,0,0,0.860849917,0.883780539,0.047692612,0.73340112,0,0,0,0,0,0,0,0,0,0,0.518768787,0,0.577783346,"Other immune",1760.609009,247.482193
"Cell_170674",0,0,0.019526944,0,0,0,0,0.242521077,0,0.377632797,0.54953301,0.28623271,0,0,0.263965756,0.042096425,0.752415597,0,0,0.747419953,0.645333886,0.238188639,0.625064194,0,0,0,0,0,0,0,0,0.318673104,0,0.366996437,0,0.412953496,"Other immune",1450.258057,249.9667969
"Cell_170675",0.053607147,0,0,0,0,0,0,0.311221242,0,0.134318069,0.550548792,0.54425931,0,0,0,0,0.741674006,0,0,0.774215102,0.777175665,0.002496151,0.649655521,0,0,0,0,0.11136654,0,0,0,0,0,0.504686892,0.176065266,0.725411534,"Other immune",1746.08606,251.0030975
"Cell_170676",0.034631185,0,0.007406714,0,0,0.08159969,0,0.408022404,0,0.222911462,0.612726033,0.406554252,0,0,0,0,0.77802819,0,0,0.833466649,0.845452607,0.129121438,0.665830553,0,0,0,0,0,0,0,0,0,0,0.470817298,0,0.438337237,"Other immune",1471.593018,254.0615997
"Cell_170677",0.670956433,0.145855948,0.231649667,0,0,0,0,0,0,0.2061553,0.651160955,0.467697799,0,0,0,0,0.533646882,0,0,0.550969601,0.578356981,0.83480227,0.693359256,0.523181379,0.005183557,0.051735442,0,0,0,0,0,0,0,0.469207048,0,0.82981813,"Other immune",1384.927002,254.912796
"Cell_170678",0,0,0.150895908,0,0,0.027357906,0,0.161187842,0.121962272,0.308275372,0.609943449,0.319589049,0,0,0.155490637,0.201632529,0.752091527,0,0,0.805109084,0.701278985,0.238662988,0.70187968,0,0,0,0,0,0,0,0,0.01861557,0,0.45848909,0,0.532285154,"Other immune",1515.25,267.3391113
"Cell_170679",0,0,0.030129118,0,0,0,0,0.726667643,0,0.194746166,0.696148396,0.520833492,0,0,0,0.002632238,0.822881639,0,0,0.851627231,0.882843733,0.262203306,0.690239787,0,0,0.351703197,0,0,0,0,0,0,0,0.466351032,0,0.638700187,"Other immune",1915.749023,270.6430054
"Cell_170680",0.374864221,0.112261273,0.218494728,0,0.005731807,0.074205518,0,0.494952023,0,0.23352398,0.63703084,0.520869732,0,0,0,0.107072435,0.820092797,0,0,0.820882678,0.805467725,0.67697674,0.681995034,0.193346545,0,0,0,0.014678816,0,0,0,0,0.016282728,0.560494781,0,0.564571917,"Other immune",1367.848022,273.096405
"Cell_170681",0,0,0.029685738,0,0,0,0,0.618604243,0,0.267989665,0.703615189,0.627340376,0,0,0.119666323,0.040223096,0.805717051,0,0,0.823981345,0.883746445,0.393363893,0.677645206,0,0,0,0,0,0,0,0,0,0.024123646,0.432344139,0,0.469326615,"Other immune",1430.338989,281.3407898
"Cell_170682",0,0,0.147805318,0,0,0.18463172,0,0.423945516,0,0.282857031,0.690950155,0.285537362,0,0,0.027062463,0,0.811213076,0,0,0.815085709,0.735960424,0.067337416,0.665718377,0,0,0,0,0,0,0,0,0,0,0.481757462,0,0.432218909,"Other immune",1598.063965,283.3811951
"Cell_170683",0,0,0.128495365,0,0,0.018162623,0,0.616454303,0,0.151914701,0.693142354,0.133364573,0,0,0,0.030689834,0.688128591,0,0,0.66140753,0.644074023,0.270547807,0.698019087,0,0,0,0.601711094,0.641109288,0,0,0,0,0.014558335,0.288646609,0,0.608296573,"Other immune",2006.473022,282.0690002
"Cell_170684",0,0,0,0,0,0.227402627,0,0.556852043,0,0.305473685,0.679930806,0.551964164,0,0,0,0.050944902,0.748634815,0,0,0.778754413,0.836671531,0.316756874,0.726795137,0.041210562,0,0.015496339,0,0,0,0,0,0.020547664,0,0.425603896,0,0.613755524,"Other immune",1902.83606,284.5082092
"Cell_170685",0,0,0,0,0,0.171534985,0,0.402231455,0,0.166571498,0.535944223,0.374477714,0,0,0,0,0.766829431,0,0,0.874337077,0.879469216,0.037851818,0.539172232,0,0,0,0,0,0,0,0,0,0,0.478118688,0,0.590547681,"Other immune",1670.198975,302.1105042
"Cell_170686",0,0,0.031648964,0,0,0.307284832,0,0.593240857,0,0.306979597,0.626921773,0.464578807,0,0,0,0.033131082,0.761923194,0,0,0.790354192,0.83277595,0.15820922,0.683338583,0,0,0,0,0.039661251,0,0,0,0,0.078516461,0.420694083,0,0.571543336,"Other immune",1989.922974,302.1036987
"Cell_170687",0,0,0.130133152,0,0,0.175750583,0,0.496388257,0,0.230851248,0.64184159,0.288310975,0,0,0.035332303,0,0.795008242,0,0,0.815256834,0.790387511,0.017925655,0.66632241,0,0,0,0,0,0,0,0,0,0.021849941,0.463080853,0,0.489907354,"Other immune",2037.68396,303.6395874
"Cell_170688",0,0,0,0.022643048,0,0.310867012,0,0.342156649,0,0.09992823,0.55583483,0.433711559,0,0,0.018157922,0.138166532,0.785614848,0,0,0.916479766,0.822586536,0.233285204,0.630658567,0,0,0,0,0,0,0,0,0,0,0.622948289,0,0.431915224,"Other immune",1560.973022,319.2247925
"Cell_170689",0,0,0,0,0,0,0,0.235074461,0,0.012067237,0.499257177,0.468090653,0,0,0,0.128541842,0.673207223,0,0,0.601188481,0.643701971,0.519240856,0.724856973,0.143717945,0,0.010259436,0,0,0,0,0,0,0,0.390864491,0,0.640204787,"Other immune",2013.025024,332.6265869
"Cell_170690",0,0,0,0,0,0,0,0.445228666,0,0.02541621,0.586979687,0.117116839,0,0,0,0.135066643,0.784920752,0,0,0.840631902,0.72719878,0.227225915,0.739719987,0.050229315,0,0.518402636,0.245285854,0,0,0,0,0,0,0.547576368,0,0.728663743,"Other immune",1999.217041,336.2132874
"Cell_170691",0,0,0,0,0,0,0,0.436928272,0,0.202695832,0.597655892,0.441878289,0,0,0.112848863,0.102686934,0.79672879,0,0.387430966,0.771117568,0.857350051,0.157085896,0.642129302,0,0,0,0,0,0,0,0,0,0,0.605369568,0,0.659000695,"Other immune",1763.177002,341.3060913
"Cell_170692",0.344576925,0,0.093290552,0,0,0,0,0.290853471,0,0.234127164,0.588023543,0.436881483,0,0,0,0.169102326,0.628401279,0,0,0.511899173,0.514532268,0.269365579,0.825615942,0.130815119,0,0,0,0,0,0,0,0,0,0.145898566,0,0.785326958,"Other immune",1723.616943,349.1257019
"Cell_170693",0,0,0,0,0,0,0,0.449577481,0,0,0.671236515,0.313107908,0,0,0.001996369,0.166236401,0.734336317,0,0,0.74252677,0.717110395,0.003539346,0.648549259,0,0,0,0,0.206850201,0,0,0,0,0,0.465146452,0,0.665722728,"Other immune",1666.650024,363.9408875
"Cell_170694",0,0,0.00668356,0,0,0.337551296,0,0.262497336,0,0.180450991,0.710571647,0.41106236,0,0,0,0.252058297,0.773640513,0,0,0.882325828,0.617742479,0.413322449,0.709590256,0.049763635,0,0,0,0,0,0,0,0,0,0.606795788,0,0.725638926,"Other immune",1767.120972,362.3788147
"Cell_170695",0.545864761,0,0,0,0,0,0,0.142240182,0,0,0.53189832,0.282596648,0,0,0,0,0.646196544,0,0,0.647771895,0.728702962,0.708045185,0.655450284,0.458349943,0,0,0,0,0,0,0,0,0,0.837523639,0,0.633624196,"Other immune",1628.338013,376.6069031
"Cell_170696",0.547125161,0,0,0,0.105209433,0,0,0,0,0.285937428,0.528171659,0.291057765,0,0,0,0,0.542957842,0,0,0.62226361,0.549565554,0.757735193,0.447363615,0,0.232169241,0.257555753,0,0,0,0,0,0,0,0.316286504,0,0.672772825,"Other immune",125.2785034,378.5456848
"Cell_170697",0.545949221,0,0,0,0,0,0,0.027125468,0,0.232910693,0.597947657,0.157354057,0,0,0,0,0.635491073,0,0,0.608810902,0.629723251,0.693847954,0.676534295,0.574050128,0,0,0,0,0,0,0,0,0,0.833412468,0,0.524042964,"Other immune",1617.718994,379.7030945
"Cell_170698",0,0,0.223787099,0,0,0,0,0.117727526,0,0.281380087,0.63594079,0.35629636,0,0,0.127962366,0,0.69993329,0,0,0.589930356,0.692011476,0.622241199,0.686456382,0,0,0,0,0,0,0,0,0,0,0.37367025,0,0.68336302,"Other immune",1593.188965,393.1647034
"Cell_170699",0.583054423,0,0,0,0,0,0,0.678247273,0,0,0.621708035,0.494510949,0,0,0,0,0.803138077,0,0,0.673667431,0.549536467,0.450062126,0.592903912,0,0.553589165,0.362721622,0,0,0,0,0,0,0,0.21757938,0,0,"Other immune",902.8121948,399.3143005
"Cell_170700",0.037588052,0,0.061066356,0,0.03845071,0.086353987,0,0.618544519,0,0,0.634660482,0.186878592,0,0,0.164715812,0.212243572,0.757273138,0,0,0.848620594,0.821909606,0.216579571,0.67236793,0.024202462,0,0,0,0,0,0,0,0,0,0.553215444,0,0.596477926,"Other immune",1455.251953,398.2361145
"Cell_170701",0.007718707,0,0,0,0,0.107996069,0,0.452688694,0,0.012668506,0.557265162,0.330899358,0,0,0,0,0.682403147,0,0,0.805340946,0.713978112,0,0.656871676,0.046231914,0,0,0,0,0,0,0,0,0,0.431916744,0,0.637028277,"Other immune",1371.561035,399.2824097
"Cell_170702",0,0,0.052981056,0,0.013914156,0,0,0.761817873,0,0.050959978,0.783168077,0.512687147,0,0,0.030460555,0.01043059,0.609418452,0,0,0.45516783,0.410317779,0.037740882,0.835427046,0,0,0.008132814,0,0.416804492,0,0,0,0,0.310933083,0.071304493,0,0.780724764,"Other immune",1979.588989,399.0769043
"Cell_170703",0,0,0,0,0,0.083630346,0,0.418923944,0,0.18534936,0.624920905,0.44759059,0,0,0,0,0.815525591,0,0,0.87679249,0.860921562,0.213944495,0.689050078,0.082391754,0,0,0,0,0,0,0,0,0,0.538356364,0,0.742047668,"Other immune",1378.274048,417.459198
"Cell_170704",0.765743792,0,0.041632105,0,0,0,0,0.242400497,0,0.127108172,0.581109285,0.616309345,0,0,0,0.035543166,0.788833499,0,0.202360138,0.570836663,0.648730338,0.387783796,0.665816665,0,0,0.206292555,0,0,0,0,0.099991404,0,0,0.402543932,0,0.200065836,"Other immune",983.7341919,421.7944946
"Cell_170705",0,0,0,0,0,0.407069415,0,0.265393376,0,0.186025575,0.463589638,0.263202637,0,0,0,0,0.636945367,0,0,0.553391397,0.710801899,0.234920621,0.612367272,0,0,0,0,0,0,0,0,0,0,0.309586555,0,0.625542641,"Other immune",1479.765991,431.5743103
"Cell_170706",0,0,0,0,0,0,0,0.468993604,0,0.163245171,0.641176879,0.588964105,0,0,0,0.066378459,0.793042898,0,0,0.793704033,0.810092747,0,0.665080249,0,0,0,0,0,0,0,0,0,0,0.437947094,0,0.72210592,"Other immune",1262.508057,441.5083923
"Cell_170707",0,0,0.026103921,0,0,0,0,0.238597453,0,0.191428393,0.471424758,0.405828923,0,0,0,0,0.803819716,0,0,0.928540111,0.928429902,0,0.563448787,0,0,0,0.06857302,0,0,0,0,0,0,0.583724678,0,0.508135676,"Other immune",1247.207031,441.8586121
"Cell_170708",0.147092104,0,0.133057773,0.114387631,0,0,0,0.384029657,0,0.39841786,0.584634542,0.424273819,0,0,0.12270157,0.052880749,0.781287491,0,0.229527012,0.685851574,0.849792004,0.103998169,0.711959362,0,0,0,0,0,0,0,0,0,0,0.302523553,0,0.621705949,"Other immune",1230.563965,444.3573914
"Cell_170709",0,0,0,0,0,0.028580733,0,0.378656387,0,0.267866969,0.699961126,0.497799367,0,0,0,0,0.769482017,0,0,0.788829207,0.827490926,0.016721964,0.742253244,0,0,0,0,0,0,0,0,0,0,0.437835693,0,0.571433365,"Other immune",1693.140991,445.1482849
"Cell_170710",0,0,0.091646343,0,0.187053487,0.398359507,0,0.344572395,0,0.288907826,0.671670556,0.411981642,0,0,0.007955584,0,0.65725112,0,0,0.596403539,0.620642602,0.094385333,0.743271947,0,0,0,0,0,0,0,0,0,0.179392442,0.310535401,0,0.815206826,"Other immune",1426.250977,458.9025879
"Cell_170711",0,0,0,0,0,0,0,0.309725791,0,0.26177755,0.562564075,0.429858565,0,0,0.028969234,0.146113917,0.763874888,0,0,0.877457082,0.875171006,0.04831494,0.581306815,0,0,0,0,0,0,0.013332461,0,0,0.041760247,0.518910766,0,0.421634525,"Other immune",1681.530029,459.2933044
"Cell_170712",0,0,0.277850062,0,0,0.124180228,0,0.540295899,0,0.087715052,0.480202824,0.190276191,0,0,0,0,0.723444879,0,0,0.787380695,0.774643242,0.019889375,0.538457155,0,0,0,0,0,0,0,0,0,0,0.421890438,0,0.538156152,"Other immune",1797.545044,458.9200134
"Cell_170713",0.033957258,0,0,0.008323969,0,0,0,0.195231378,0,0.004650547,0.491098493,0.41098538,0,0,0,0.174816519,0.817125082,0,0,0.732115567,0.799041748,0,0.557687402,0,0,0,0.373352587,0,0,0,0,0,0,0.350567073,0,0.526723087,"Other immune",1254.639038,461.9682922
"Cell_170714",0,0,0.031413931,0,0,0.109164111,0,0.447542667,0,0.162878171,0.600964844,0.48974207,0,0,0,0.026919993,0.777902544,0,0,0.864016652,0.807605326,0.026159378,0.724031568,0,0,0,0,0,0,0,0,0,0.031910583,0.526372075,0,0.713937759,"Other immune",1696.864014,468.2937012
"Cell_170715",0,0,0.046185289,0,0,0.154433355,0,0.595607042,0,0.190381065,0.726978242,0.583581626,0,0,0,0,0.66716677,0,0,0.686417818,0.652542114,0.291224569,0.534087062,0.036526166,0,0,0,0,0,0,0,0,0.154351979,0.394380093,0,0.480235815,"Other immune",1545.259033,469.251709
"Cell_170716",0,0,0.154520214,0,0,0.228450403,0,0.430167556,0,0.184777617,0.545637071,0.453612715,0,0,0.034281004,0,0.781009197,0,0,0.901701808,0.928617299,0.134575188,0.601919472,0,0,0,0.004368406,0,0,0,0,0,0,0.564005136,0,0.458825767,"Other immune",1577.21106,474.2615051
"Cell_170717",0.260888994,0.446039587,0,0,0,0.115368053,0,0.306820363,0,0.258702517,0.625687659,0.555968463,0,0.346508294,0,0.002379258,0.646231651,0.172879994,0.258116096,0.617505848,0.505941153,0.419556588,0.697260082,0.429645568,0,0,0,0,0,0,0,0.51465559,0,0.319314778,0,0,"Other immune",953.6430054,477.1738892
"Cell_170718",0,0,0,0,0,0.383161306,0,0.3701289,0,0,0.526310205,0.258596569,0,0,0.083876647,0,0.760340869,0,0,0.808664978,0.906077325,0.059204228,0.642579257,0,0,0,0,0,0,0,0,0,0,0.503441453,0,0.551776528,"Other immune",1473.416992,480.6590881
"Cell_170719",0.081104748,0,0.032676615,0,0.019767853,0.204876289,0,0.481813371,0,0.226973608,0.557774007,0.301782012,0,0,0.006937385,0,0.802086174,0,0,0.865895689,0.885254383,0.018436031,0.62906754,0,0,0,0,0,0,0,0,0,0.01685535,0.507459164,0.060400046,0.673933029,"Other immune",1439.41394,480.0798035
"Cell_170720",0.137345865,0,0.342291385,0,0,0.26127243,0,0.540505171,0,0.2492726,0.691753328,0.486958206,0,0,0,0.1207375,0.69092375,0,0,0.745723605,0.760080576,0.483955294,0.697479486,0,0,0.005440536,0,0,0,0,0,0,0.046264678,0.392399758,0,0.627542377,"Other immune",1977.147949,486.6376038
"Cell_170721",0.014922247,0,0,0,0.013363239,0.119323291,0,0.463827014,0,0.227657437,0.672362208,0.468923509,0,0,0.0175726,0,0.818514466,0,0,0.84345907,0.784196913,0.008657609,0.690030217,0,0,0,0,0,0,0,0,0,0.540993512,0.488057971,0,0.695633829,"Other immune",1420.046997,487.8822021
"Cell_170722",0,0,0,0,0,0.420463383,0,0.457650363,0,0.040829681,0.532095969,0.315622002,0,0,0,0,0.739510655,0,0,0.837270558,0.812587023,0.106842913,0.655916452,0,0,0,0,0,0,0,0,0,0,0.471612424,0,0.471383482,"Other immune",1607.41394,488.1142883
"Cell_170723",0,0.018461341,0.099295445,0,0,0.414075136,0,0.403487772,0,0.121680662,0.62182647,0.063100241,0,0,0,0,0.750358939,0,0,0.579716921,0.612503409,0.305849522,0.790093005,0,0,0,0.283925384,0,0,0,0,0,0,0.702895522,0,0.496836007,"Other immune",1761.112061,496.7683105
"Cell_170724",0.088767171,0,0.012366526,0.010631303,0,0,0,0.326664835,0,0.197185352,0.480323285,0.408913583,0,0,0.003197419,0.004858451,0.767120183,0,0,0.601211369,0.651907623,0.009446184,0.642224073,0,0,0,0.23904568,0,0,0,0,0,0,0.373311341,0.145952418,0.701590955,"Other immune",1177.512939,497.2874146
"Cell_170725",0,0,0.006649979,0,0,0,0,0.039240725,0,0.410562605,0.680904746,0.465679228,0,0.055751402,0.029751172,0,0.714516401,0,0,0.520465553,0.432773679,0.446155041,0.65633136,0,0,0,0,0,0,0,0,0,0,0.717451513,0,0.827851892,"Other immune",929.2788696,502.5552979
"Cell_170726",0,0,0,0,0,0,0,0.259475052,0,0.024565088,0.507468402,0.37464875,0,0,0,0.152918994,0.77248168,0,0,0.803670824,0.722303271,0,0.566518128,0,0,0,0,0,0,0,0,0,0.022849321,0.43824634,0,0.55460602,"Other immune",1087.396973,503.3736877
"Cell_170727",0,0,0,0,0,0.286628664,0,0.500052154,0,0.292538732,0.638192654,0.554062366,0,0,0,0,0.78174156,0,0,0.673008502,0.762484908,0.015030951,0.702266157,0,0,0,0,0,0,0,0,0,0,0.326851606,0.466457337,0.709810913,"Other immune",985.4379883,507.0083008
"Cell_170728",0,0,0.046296172,0,0.029590067,0,0,0.090917207,0,0.412190706,0.61593461,0.448943108,0,0.068504721,0.240883827,0,0.723362803,0,0,0.536272466,0.581948161,0.441455066,0.643381596,0,0,0,0,0,0,0,0,0.00823835,0,0.172655076,0,0.667476535,"Other immune",890.9923096,510.4884949
"Cell_170729",0,0,0,0,0,0,0,0.630072713,0.075875156,0,0.561921775,0.246821985,0,0,0.072540268,0.045401745,0.743170917,0,0,0.897902071,0.874836624,0.023582431,0.710683823,0,0,0,0,0,0,0,0,0,0,0.584721446,0,0.38176617,"Other immune",1259.478027,511.0838928
"Cell_170730",0,0,0.005012759,0,0,0.010478673,0,0.494525641,0,0.343549728,0.632139564,0.421494454,0,0,0.130586132,0,0.789916337,0,0,0.89090699,0.82093209,0.115760088,0.694133103,0,0,0,0,0,0,0,0,0,0,0.572384715,0,0.648994982,"Other immune",1308.870972,512.3977051
"Cell_170731",0.06860666,0.085169218,0.153902233,0,0,0.164663836,0,0.300599128,0,0.124308161,0.571320355,0.322703302,0,0.045301046,0,0,0.469915926,0.014015217,0,0.589883447,0.57234925,0.045272496,0.651156187,0,0,0,0,0,0.160330713,0,0,0,0,0.209009305,0,0.548461258,"Other immune",1370.269043,519.2155762
"Cell_170732",0,0,0,0.134409994,0,0,0,0.320004672,0,0.192883536,0.566618025,0.298532635,0,0,0.103586361,0.003392258,0.737992823,0,0,0.716662407,0.597927094,0,0.714634478,0,0,0,0,0,0,0,0,0,0,0.711479962,0,0.638195336,"Other immune",1165.474976,523.567688
"Cell_170733",0.004417185,0,0.102205627,0,0,0,0,0.447639525,0,0.31940335,0.704173982,0.590462327,0,0.005530325,0.048354927,0.00988211,0.790414989,0,0,0.863675177,0.826368928,0.462237835,0.599594116,0,0,0,0,0,0,0,0,0,0,0.524627209,0,0.57262665,"Other immune",870.5151978,529.1976929
"Cell_170734",0,0,0,0,0,0,0,0.451137364,0,0.040626843,0.543261588,0.398240328,0,0,0,0,0.657372415,0,0,0.586752832,0.573757946,0.249470279,0.607491016,0,0,0,0,0.312183201,0,0,0,0,0.138166159,0.670055866,0.154487476,0.765962899,"Other immune",971.4776001,529.9423828
"Cell_170735",0,0,0,0,0,0.15159072,0,0.323189229,0,0.029688859,0.571190119,0.226528317,0,0,0.111112304,0,0.808670402,0,0,0.904199183,0.886919916,0.047614221,0.578977227,0,0,0,0,0,0,0,0,0,0,0.553758085,0,0.684341252,"Other immune",1558.064941,531.1464233
"Cell_170736",0.017984945,0,0.127002925,0.047693603,0,0.006121096,0,0.252867609,0.074744985,0,0.550631106,0.367268652,0,0,0.040247668,0,0.756339371,0,0,0.780871212,0.739174545,0.257915825,0.696850061,0,0,0,0,0,0,0,0,0,0,0.563659132,0,0.630392015,"Other immune",1210.937988,534.427002
"Cell_170737",0.068123013,0,0.163677618,0,0,0.284380317,0,0.573067367,0,0.277996272,0.736750305,0.47250402,0,0,0,0.128595397,0.781047225,0,0,0.810562789,0.8571015,0.317494392,0.650606692,0.058152687,0,0,0,0,0,0,0,0.032830913,0,0.475208879,0,0.508557379,"Other immune",1602.86499,535.5872803
"Cell_170738",0,0,0.348939836,0,0,0.20260793,0,0.661840975,0,0.048966359,0.652874053,0.182303876,0,0,0.092339396,0,0.658224285,0,0,0.733614981,0.737488806,0.097576424,0.668631732,0,0,0,0,0,0,0,0,0.072344951,0,0.329851657,0,0.797865927,"Other immune",1745.58606,538.395874
"Cell_170739",0,0,0,0.192054227,0,0,0,0.255486816,0,0.095275909,0.604309678,0.334575802,0,0,0,0,0.766834378,0,0,0.750931501,0.75228256,0,0.673086047,0,0,0,0,0,0,0,0,0,0,0.469719976,0.17458874,0.682437301,"Other immune",1152.287964,548.5178223
"Cell_170740",0.002204439,0,0,0.05591967,0,0,0,0.454362035,0,0,0.474553585,0.138889745,0,0,0,0,0.765626252,0,0,0.884430468,0.785918772,0,0.590518355,0,0,0,0.00396224,0,0,0,0,0,0,0.533421874,0,0.578699231,"Other immune",1120.06604,548.7380981
"Cell_170741",0,0,0.002569689,0,0.030262325,0.039288789,0,0.379318058,0,0.302720904,0.506628156,0.398201853,0,0,0.254945725,0,0.775598943,0,0,0.729663551,0.810747683,0.186741546,0.676894844,0,0,0,0,0,0,0,0,0,0,0.360609531,0,0.477374077,"Other immune",2038.186035,554.3397827
"Cell_170742",0.502447963,0.003150974,0.005179517,0,0,0.298954576,0,0.240843579,0,0.457900316,0.714336753,0.176093861,0,0,0.042704619,0,0.711379409,0.035095394,0,0.64526546,0.682957351,0.541844487,0.756829083,0,0,0,0,0,0.010232589,0,0,0,0,0.383572489,0,0.799055159,"Other immune",1601.875,556.661377
"Cell_170743",0,0,0,0,0.005099672,0,0,0.537770391,0,0.297117591,0.606176615,0.516900122,0,0,0.167718142,0,0.822559953,0,0,0.729904711,0.8117522,0.083832294,0.651420057,0,0,0,0,0,0,0,0,0,0,0.471515417,0,0.765679419,"Other immune",1017.804016,560.8137207
"Cell_170744",0,0,0.122970127,0.212743163,0.032607667,0,0,0.389428467,0,0.025644034,0.583963871,0.390993237,0,0,0.052909546,0,0.658086836,0,0,0.691212058,0.831675231,0,0.623525858,0,0,0,0,0,0,0,0,0,0,0.689549387,0,0.606404722,"Other immune",1168.332031,571.4395142
"Cell_170745",0.442214161,0,0,0,0,0,0,0,0,0,0.842721641,0.462069273,0,0,0,0,0.67590946,0,0,0.498167902,0.414807945,0.405825526,0.772713423,0,0,0,0,0,0,0,0,0,0,0.428863496,0,0.627034128,"Other immune",1247.869995,572.5184937
"Cell_170746",0.118477136,0,0,0,0,0,0,0.603460729,0,0.127387315,0.656052232,0.510231972,0,0,0,0,0.794931293,0,0,0.779888034,0.730990827,0.10732796,0.669217646,0,0,0,0,0,0,0,0,0,0,0.49342221,0.201202646,0.696776032,"Other immune",965.1126709,577.463623
"Cell_170747",0,0,0,0.03305351,0,0,0,0.552943766,0,0.006933462,0.588727832,0.232161403,0,0,0,0,0.785900235,0,0,0.886503756,0.870729625,0,0.586677969,0,0,0,0,0,0,0,0,0,0,0.607361078,0,0.125999436,"Other immune",1096.255005,579.923584
