"Year / Année","Province / Province","CAS Number / Numéro CAS","Substance (English) / Substance (Anglais)","Substance (French) / Substance (Français)","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
2020,"MB","108-88-3","Toluene","Toluène",80.776600000,7
2020,"MB","110-54-3","n-Hexane","n-Hexane",342.436200000,8
2020,"MB","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",2665.371230000,26
2020,"MB","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000222500,4
2020,"MB","120-12-7","Anthracene","Anthracène",0.015394900,2
2020,"MB","124-40-3","Dimethylamine","Diméthylamine",0.992000000,1
2020,"MB","129-00-0","Pyrene","Pyrène",0.016151790,2
2020,"MB","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",157.368720000,7
2020,"MB","1344-28-1","Aluminum oxide (fibrous forms only)","Oxyde d’aluminium (formes fibreuses seulement)",0.139680000,1
2020,"MB","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000002525,1
2020,"MB","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000001453,1
2020,"MB","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000000800,1
2020,"MB","198-55-0","Perylene","Pérylène",0.000000810,1
2020,"MB","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000000230,1
2020,"MB","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000000246,1
2020,"MB","206-44-0","Fluoranthene","Fluoranthène",0.027503800,2
2020,"MB","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000000462,1
2020,"MB","208-96-8","Acenaphthylene","Acénaphtylène",1.104840000,1
2020,"MB","218-01-9","Chrysene","Chrysène",0.000002185,1
2020,"MB","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.000000268,1
2020,"MB","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.000000981,1
2020,"MB","630-08-0","Carbon monoxide","Monoxyde de carbone",2228.910440000,19
2020,"MB","64-18-6","Formic acid","Acide formique",0.002400000,1
2020,"MB","67-56-1","Methanol","Méthanol",361.212590000,6
2020,"MB","67-63-0","Isopropyl alcohol","Alcool isopropylique",66.007420000,7
2020,"MB","71-43-2","Benzene","Benzène",0.549321000,2
2020,"MB","7446-09-5","Sulphur dioxide","Dioxyde de soufre",628.185000000,8
2020,"MB","7647-01-0","Hydrochloric acid","Acide chlorhydrique",0.209800000,2
2020,"MB","7664-93-9","Sulphuric acid","Acide sulfurique",56.245007000,7
2020,"MB","7782-50-5","Chlorine","Chlore",0.065030000,1
2020,"MB","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",49.795000000,1
2020,"MB","78-79-5","Isoprene","Isoprène",0.130208100,1
2020,"MB","78-83-1","i-Butyl alcohol","2-Méthylpropan-1-ol",46.571500000,4
2020,"MB","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",33.644000000,3
2020,"MB","80-05-7","Bisphenol A","Bisphénol A",0.000001900,1
2020,"MB","83-32-9","Acenaphthene","Acénaphtène",0.089699000,1
2020,"MB","85-01-8","Phenanthrene","Phénanthrène",0.224250890,2
2020,"MB","86-73-7","Fluorene","Fluorène",0.010303000,1
2020,"MB","872-50-4","N-Methyl-2-pyrrolidone","N-Méthyl-2-pyrrolidone",0.054000000,1
2020,"MB","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",0.184500000,1
2020,"MB","91-20-3","Naphthalene","Naphtalène",0.697000000,1
2020,"MB","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",5.081000000,2
2020,"MB","98-86-2","Acetophenone","Acétophénone",0.088000000,1
2020,"MB","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.056658100,3
2020,"MB","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.065432000,6
2020,"MB","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.103727230,5
2020,"MB","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",25.419340000,5
2020,"MB","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.617665800,8
2020,"MB","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",6.141860000,4
2020,"MB","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.014754983,2
2020,"MB","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",3.966000000,2
2020,"MB","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.135723410,7
2020,"MB","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",29.898690000,10
2020,"MB","NA - 16","Ammonia (total)","Ammoniac (total)",2575.536135000,10
2020,"MB","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.000977833,5
2020,"MB","NA - 20","Nonylphenol and its ethoxylates","Nonylphénol et ses dérivés éthoxylés",0.403000000,1
2020,"MB","NA - 22","Phosphorus (total)","Phosphore (total)",14.164600000,4
2020,"MB","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000260,4
2020,"MB","NA - M08","Total particulate matter","Matière particulaire totale",4431.362570000,41
2020,"MB","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",2176.207457000,99
2020,"MB","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",801.497814000,93
2020,"MB","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",1059.071000000,2
2020,"MB","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",9414.016335000,46
2020,"MB","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.217523000,2
2020,"NB","100-41-4","Ethylbenzene","Éthylbenzène",1.001000000,1
2020,"NB","100-42-5","Styrene","Styrène",2.270000000,1
2020,"NB","10049-04-4","Chlorine dioxide","Dioxyde de chlore",35.515200000,3
2020,"NB","107-02-8","Acrolein","Acroléine",1.125000000,1
2020,"NB","107-06-2","1,2-Dichloroethane","1,2-Dichloroéthane",0.090000000,1
2020,"NB","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",1.730000000,1
2020,"NB","108-88-3","Toluene","Toluène",11.198000000,2
2020,"NB","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",16.760000000,1
2020,"NB","110-54-3","n-Hexane","n-Hexane",14.103000000,3
2020,"NB","110-82-7","Cyclohexane","Cyclohexane",7.063000000,1
2020,"NB","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",10803.568800000,27
2020,"NB","115-07-1","Propylene","Propylène",16.672000000,1
2020,"NB","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000011308,7
2020,"NB","129-00-0","Pyrene","Pyrène",0.061825700,2
2020,"NB","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",11.988900000,1
2020,"NB","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",3.791000000,2
2020,"NB","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000403000,1
2020,"NB","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000259000,1
2020,"NB","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000411000,1
2020,"NB","198-55-0","Perylene","Pérylène",0.000030300,1
2020,"NB","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000160000,1
2020,"NB","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000882000,1
2020,"NB","206-44-0","Fluoranthene","Fluoranthène",0.087769200,2
2020,"NB","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000616000,1
2020,"NB","208-96-8","Acenaphthylene","Acénaphtylène",2.127367200,2
2020,"NB","218-01-9","Chrysene","Chrysène",0.008005000,1
2020,"NB","302-01-2","Hydrazine (and its salts)","Hydrazine (et ses sels)",0.015200000,1
2020,"NB","50-00-0","Formaldehyde","Formaldéhyde",171.706100000,4
2020,"NB","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.003766900,2
2020,"NB","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.000293000,1
2020,"NB","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.009514800,2
2020,"NB","630-08-0","Carbon monoxide","Monoxyde de carbone",15895.213900000,29
2020,"NB","67-56-1","Methanol","Méthanol",955.128600000,11
2020,"NB","67-63-0","Isopropyl alcohol","Alcool isopropylique",15.410000000,1
2020,"NB","67-66-3","Chloroform","Chloroforme",32.272000000,1
2020,"NB","71-43-2","Benzene","Benzène",3.645000000,2
2020,"NB","7446-09-5","Sulphur dioxide","Dioxyde de soufre",11976.818000000,16
2020,"NB","74-87-3","Chloromethane","Chlorométhane",10.917800000,1
2020,"NB","75-07-0","Acetaldehyde","Acétaldéhyde",132.240100000,5
2020,"NB","7647-01-0","Hydrochloric acid","Acide chlorhydrique",20.557800000,1
2020,"NB","7664-93-9","Sulphuric acid","Acide sulfurique",247.415600000,5
2020,"NB","7782-50-5","Chlorine","Chlore",118.007200000,2
2020,"NB","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",35.197000000,1
2020,"NB","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",12.240000000,1
2020,"NB","80-05-7","Bisphenol A","Bisphénol A",0.002314015,1
2020,"NB","83-32-9","Acenaphthene","Acénaphtène",0.173176300,2
2020,"NB","85-01-8","Phenanthrene","Phénanthrène",0.548420900,2
2020,"NB","86-73-7","Fluorene","Fluorène",0.023702700,2
2020,"NB","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",1.754000000,1
2020,"NB","98-82-8","Cumene","Cumène",13.700000000,1
2020,"NB","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.011100000,1
2020,"NB","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",1.294264300,8
2020,"NB","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.128439100,6
2020,"NB","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.008000000,1
2020,"NB","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.008559042,5
2020,"NB","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.074300000,3
2020,"NB","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.923292246,12
2020,"NB","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.548661000,5
2020,"NB","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.009783300,3
2020,"NB","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.087900000,3
2020,"NB","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.011030000,2
2020,"NB","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",2.210400000,6
2020,"NB","NA - 16","Ammonia (total)","Ammoniac (total)",315.213300000,10
2020,"NB","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)",0.000000000,1
2020,"NB","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.018437500,5
2020,"NB","NA - 22","Phosphorus (total)","Phosphore (total)",2.131700000,5
2020,"NB","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.142000000,2
2020,"NB","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000045,7
2020,"NB","NA - M08","Total particulate matter","Matière particulaire totale",2945.033600000,32
2020,"NB","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",1964.386530000,38
2020,"NB","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",876.716730000,38
2020,"NB","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",112.790200000,2
2020,"NB","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",2966.994900000,26
2020,"NB","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.032460000,1
2020,"NL","100-41-4","Ethylbenzene","Éthylbenzène",2.167675000,3
2020,"NL","107-02-8","Acrolein","Acroléine",0.036000000,1
2020,"NL","107-21-1","Ethylene glycol","Éthylène glycol",1.132800000,1
2020,"NL","108-88-3","Toluene","Toluène",31.851347000,5
2020,"NL","110-54-3","n-Hexane","n-Hexane",120.825032000,6
2020,"NL","110-82-7","Cyclohexane","Cyclohexane",49.560000000,1
2020,"NL","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",15716.623310000,26
2020,"NL","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000288302,4
2020,"NL","123-72-8","Butyraldehyde","Butyraldéhyde",0.011000000,1
2020,"NL","129-00-0","Pyrene","Pyrène",0.000262000,1
2020,"NL","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",11.094661000,4
2020,"NL","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.000004000,1
2020,"NL","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000024200,1
2020,"NL","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000056000,1
2020,"NL","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000010000,1
2020,"NL","198-55-0","Perylene","Pérylène",0.000010000,1
2020,"NL","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000020000,1
2020,"NL","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000103000,1
2020,"NL","206-44-0","Fluoranthene","Fluoranthène",0.000550000,1
2020,"NL","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000022000,1
2020,"NL","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",0.829000000,1
2020,"NL","50-00-0","Formaldehyde","Formaldéhyde",14.748000000,2
2020,"NL","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.000009000,1
2020,"NL","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.000009000,1
2020,"NL","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.000170000,1
2020,"NL","630-08-0","Carbon monoxide","Monoxyde de carbone",9029.509100000,14
2020,"NL","67-56-1","Methanol","Méthanol",250.458000000,3
2020,"NL","67-63-0","Isopropyl alcohol","Alcool isopropylique",0.324000000,1
2020,"NL","71-43-2","Benzene","Benzène",53.580415000,5
2020,"NL","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",17.260790000,2
2020,"NL","7446-09-5","Sulphur dioxide","Dioxyde de soufre",10693.723900000,8
2020,"NL","75-07-0","Acetaldehyde","Acétaldéhyde",2.114000000,1
2020,"NL","75-09-2","Dichloromethane","Dichlorométhane",0.029000000,1
2020,"NL","7647-01-0","Hydrochloric acid","Acide chlorhydrique",111.032695000,2
2020,"NL","7664-93-9","Sulphuric acid","Acide sulfurique",178.620406000,4
2020,"NL","7782-50-5","Chlorine","Chlore",3.084800000,1
2020,"NL","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",0.681381000,1
2020,"NL","83-32-9","Acenaphthene","Acénaphtène",0.000004000,1
2020,"NL","85-01-8","Phenanthrene","Phénanthrène",0.023599000,3
2020,"NL","86-73-7","Fluorene","Fluorène",0.014084000,2
2020,"NL","91-20-3","Naphthalene","Naphtalène",0.076900000,3
2020,"NL","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",4.365853000,3
2020,"NL","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.653035900,4
2020,"NL","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.055616635,8
2020,"NL","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",2.726000000,2
2020,"NL","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.379856923,7
2020,"NL","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",1.125765000,3
2020,"NL","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",1.769753281,8
2020,"NL","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",46.308685000,5
2020,"NL","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.023894000,3
2020,"NL","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",5.349849000,4
2020,"NL","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.226408000,3
2020,"NL","NA - 13","Silver (and its compounds)","Argent (et ses composés)",0.001000000,1
2020,"NL","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",1.461633000,3
2020,"NL","NA - 16","Ammonia (total)","Ammoniac (total)",5.960000000,3
2020,"NL","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.000055680,1
2020,"NL","NA - 22","Phosphorus (total)","Phosphore (total)",1.352000000,4
2020,"NL","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.193000000,1
2020,"NL","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",1.121000000,2
2020,"NL","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000689,4
2020,"NL","NA - M08","Total particulate matter","Matière particulaire totale",17327.076910000,16
2020,"NL","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",5402.162390000,29
2020,"NL","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",1564.731260000,32
2020,"NL","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",1.033170000,1
2020,"NL","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",3530.326200000,16
2020,"NL","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.142860000,3
2020,"NS","100-42-5","Styrene","Styrène",8.992000000,2
2020,"NS","107-02-8","Acrolein","Acroléine",1.487000000,1
2020,"NS","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",4.410600000,2
2020,"NS","108-88-3","Toluene","Toluène",3.731200000,2
2020,"NS","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",9.700000000,1
2020,"NS","110-54-3","n-Hexane","n-Hexane",4.471210000,3
2020,"NS","110-82-7","Cyclohexane","Cyclohexane",0.740000000,1
2020,"NS","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",14987.183900000,29
2020,"NS","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000036438,6
2020,"NS","123-72-8","Butyraldehyde","Butyraldéhyde",0.033000000,1
2020,"NS","129-00-0","Pyrene","Pyrène",0.000258963,3
2020,"NS","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",3.989000000,2
2020,"NS","206-44-0","Fluoranthene","Fluoranthène",0.000063834,2
2020,"NS","50-00-0","Formaldehyde","Formaldéhyde",19.444000000,2
2020,"NS","630-08-0","Carbon monoxide","Monoxyde de carbone",2786.992400000,25
2020,"NS","67-56-1","Methanol","Méthanol",112.032100000,3
2020,"NS","67-63-0","Isopropyl alcohol","Alcool isopropylique",14.856000000,2
2020,"NS","71-43-2","Benzene","Benzène",0.408000000,1
2020,"NS","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",33.776000000,2
2020,"NS","7446-09-5","Sulphur dioxide","Dioxyde de soufre",52192.737000000,17
2020,"NS","75-07-0","Acetaldehyde","Acétaldéhyde",59.095000000,2
2020,"NS","75-09-2","Dichloromethane","Dichlorométhane",0.083000000,1
2020,"NS","7647-01-0","Hydrochloric acid","Acide chlorhydrique",891.170000000,3
2020,"NS","7664-93-9","Sulphuric acid","Acide sulfurique",312.166000000,5
2020,"NS","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",12.500000000,1
2020,"NS","78-79-5","Isoprene","Isoprène",0.135326874,2
2020,"NS","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",0.340000000,1
2020,"NS","79-01-6","Trichloroethylene","Trichloroéthylène",2.700000000,1
2020,"NS","85-01-8","Phenanthrene","Phénanthrène",0.002905390,3
2020,"NS","91-20-3","Naphthalene","Naphtalène",0.021000000,1
2020,"NS","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.062842600,6
2020,"NS","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.000798877,6
2020,"NS","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.017342031,6
2020,"NS","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.016299000,2
2020,"NS","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.018546600,5
2020,"NS","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.243921000,4
2020,"NS","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.066307820,7
2020,"NS","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.071532000,2
2020,"NS","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.011256147,6
2020,"NS","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",0.347123000,5
2020,"NS","NA - 16","Ammonia (total)","Ammoniac (total)",70.148910000,2
2020,"NS","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.001042421,5
2020,"NS","NA - 22","Phosphorus (total)","Phosphore (total)",0.016999000,1
2020,"NS","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000525715,2
2020,"NS","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.313435000,5
2020,"NS","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000059,7
2020,"NS","NA - M08","Total particulate matter","Matière particulaire totale",4110.256400000,28
2020,"NS","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",1978.954400000,46
2020,"NS","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",573.200200000,44
2020,"NS","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",13.800000000,1
2020,"NS","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",3181.120274000,21
2020,"NS","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.351420000,1
2020,"NT","110-54-3","n-Hexane","n-Hexane",1.467500000,1
2020,"NT","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",5639.569096000,26
2020,"NT","115-07-1","Propylene","Propylène",0.028430000,1
2020,"NT","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000000473,3
2020,"NT","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",3.205000000,1
2020,"NT","630-08-0","Carbon monoxide","Monoxyde de carbone",1196.398820000,8
2020,"NT","7446-09-5","Sulphur dioxide","Dioxyde de soufre",7.376958000,2
2020,"NT","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.009236900,4
2020,"NT","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.003899300,4
2020,"NT","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.030154000,2
2020,"NT","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.005091600,4
2020,"NT","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.004750000,3
2020,"NT","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.045642800,4
2020,"NT","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.092030000,2
2020,"NT","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.001896000,2
2020,"NT","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.041287000,3
2020,"NT","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.000173200,3
2020,"NT","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",0.004870000,3
2020,"NT","NA - 22","Phosphorus (total)","Phosphore (total)",0.226054000,2
2020,"NT","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000052100,1
2020,"NT","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.000182000,1
2020,"NT","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",5.08e-10,3
2020,"NT","NA - M08","Total particulate matter","Matière particulaire totale",1130.866618000,4
2020,"NT","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",439.473456000,34
2020,"NT","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",144.172136000,35
2020,"NT","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",451.134000000,7
2020,"NU","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",7739.227189000,34
2020,"NU","118-74-1","Hexachlorobenzene","Hexachlorobenzène",2.0e-10,5
2020,"NU","630-08-0","Carbon monoxide","Monoxyde de carbone",2668.941239000,17
2020,"NU","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",2.318036000,1
2020,"NU","7446-09-5","Sulphur dioxide","Dioxyde de soufre",60.004000000,2
2020,"NU","7647-01-0","Hydrochloric acid","Acide chlorhydrique",0.567429000,1
2020,"NU","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",300.015860000,2
2020,"NU","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.002353000,1
2020,"NU","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.063152708,5
2020,"NU","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.000267627,5
2020,"NU","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.001100000,2
2020,"NU","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.010898581,5
2020,"NU","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.007040000,4
2020,"NU","NA - 07","Cyanides (ionic)","Cyanures (ioniques)",12.351931000,2
2020,"NU","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.014357989,5
2020,"NU","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.153388000,2
2020,"NU","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.000009819,2
2020,"NU","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.027545000,2
2020,"NU","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.000479180,4
2020,"NU","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",0.071422000,3
2020,"NU","NA - 16","Ammonia (total)","Ammoniac (total)",0.013800000,1
2020,"NU","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)",0.021400000,1
2020,"NU","NA - 22","Phosphorus (total)","Phosphore (total)",0.038426000,3
2020,"NU","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000043628,2
2020,"NU","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.009570000,2
2020,"NU","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000004,5
2020,"NU","NA - M08","Total particulate matter","Matière particulaire totale",3722.364021000,5
