"Year / Année","Province / Province","CAS Number / Numéro CAS","Substance (English) / Substance (Anglais)","Substance (French) / Substance (Français)","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
2024,"QC","121-44-8","Triethylamine","Triéthylamine",0.397000000,1
2024,"QC","123-72-8","Butyraldehyde","Butyraldéhyde",0.026000000,2
2024,"QC","129-00-0","Pyrene","Pyrène",1.220619053,26
2024,"QC","1313-27-5","Molybdenum trioxide","Trioxyde de molybdène",0.010580000,2
2024,"QC","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",2.859000000,1
2024,"QC","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",226.205849000,30
2024,"QC","141-32-2","Butyl acrylate","Acrylate de butyle",0.243000000,2
2024,"QC","1634-04-4","Methyl tert-butyl ether","Oxyde de tert-butyle et de méthyle",1.924000000,1
2024,"QC","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.001038001,3
2024,"QC","189-64-0","Dibenzo[a,h]pyrene","Dibenzo[a,h]pyrène",0.000899000,2
2024,"QC","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.030293134,10
2024,"QC","191-30-0","Dibenzo[a,l]pyrene","Dibenzo[a,l]pyrène",0.000000000,1
2024,"QC","192-65-4","Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrène",0.000319000,2
2024,"QC","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.063184752,10
2024,"QC","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.029195242,13
2024,"QC","194-59-2","7H-Dibenzo[c,g]carbazole","7H-Dibenzo[c,g]carbazole",0.000000000,1
2024,"QC","198-55-0","Perylene","Pérylène",0.000137200,2
2024,"QC","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.044812200,7
2024,"QC","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.091437702,16
2024,"QC","206-44-0","Fluoranthene","Fluoranthène",2.164503059,25
2024,"QC","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.049526991,13
2024,"QC","208-96-8","Acenaphthylene","Acénaphtylène",1.196333981,18
2024,"QC","218-01-9","Chrysene","Chrysène",0.257072044,13
2024,"QC","224-42-0","Dibenz[a,j]acridine","Dibenz[a,j]acridine",0.000000000,1
2024,"QC","226-36-8","Dibenz[a,h]acridine","Dibenz[a,h]acridine",0.000000000,1
