"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","centroidX","centroidY"
"Cell_146832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4737526,0,0,0.4289663,0.1027373,0,0.03429494,0,0,0.2463352,0,0,0,0,0.2595155,0,0,0,0,0,1887,1295.603
"Cell_146833",0,0,0,0,0,0,0,0,0,0,0.006631633,0,0,0,0,0,0.7749598,0,0,0.6078364,0.4652268,0,0.252908,0,0,0.0387594,0,0,0,0,0.1055595,0,0,0.1732806,0,0,223.3838,1297.242
"Cell_146834",0,0,0,0.1432492,0,0.1298511,0,0.05593208,0,0,0.6084599,0.1621428,0,0,0,0.219317,0.4940359,0,0,0.3662046,0.23288,0.3020169,0.3904905,0,0,0.01307048,0,0,0,0,0.0175345,0,0,0.2997628,0,0,825.8306,1296.895
"Cell_146835",0,0,0,0.0931137,0,0,0,0,0,0,0,0,0,0,0,0,0.711852,0,0,0.5419649,0.4327032,0,0.3230911,0,0,0.06334604,0,0,0,0,0.09035222,0,0,0.1416798,0,0,1051.466,1295.936
"Cell_146836",0,0,0,0.1353084,0,0,0,0,0,0,0.01605498,0,0,0,0.02299526,0,0.7802545,0,0,0.5310021,0.3868735,0.03146046,0.2733442,0,0,0.1229335,0.1309043,0,0,0,0.1968713,0,0,0.08126128,0.04960212,0,1682.182,1297.547
"Cell_146837",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1618873,0,0,0.5913472,0,0,0.4130256,0.3002436,0,0.0326116,0,0,0.06877936,0,0,0,0,0.2312627,0,0,0.1036591,0,0,46.77748,1300.646
"Cell_146838",0,0,0,0,0,0,0,0.23298,0,0.225215,0.3384573,0.09817088,0,0.1749361,0,0,0.5740734,0,0,0.6941342,0.4794721,0,0.2159062,0,0,0.1582102,0,0,0,0,0.07446232,0,0,0.3005581,0,0,1172.397,1300.879
"Cell_146839",0,0,0,0,0,0.01041949,0,0.01471604,0,0.03768109,0.1796787,0.1122051,0,0,0,0,0.7441495,0,0,0.5724232,0.5381768,0.02054124,0.2909771,0,0,0.128858,0,0,0,0,0.05659844,0,0,0.1777571,0,0,939.9972,1301.791
"Cell_146840",0,0,0.001609969,0,0,0,0,0,0,0,0.03294342,0,0,0,0.018856,0,0.745424,0,0,0.6140924,0.5412206,0.02456229,0.2377297,0,0,0.1825411,0,0,0,0,0.3984994,0,0,0.2406645,0,0,1295.712,1302.735
"Cell_146841",0,0,0.1007489,0,0,0,0,0,0,0,0.3501666,0,0,0,0.03559424,0,0.613062,0,0,0.5490642,0.5279213,0.3844787,0.3831212,0,0,0,0,0,0,0,0.01670248,0,0,0.3435251,0,0,126.9358,1303.856
"Cell_146842",0,0,0,0,0,0,0,0,0,0,0,0.01521619,0,0.06783246,0,0,0.5943114,0,0,0.3923463,0.08978245,0,0.1210726,0,0,0.2069792,0,0,0,0,0.4295549,0,0,0,0,0,913.1586,1303.454
"Cell_146843",0,0,0.008802488,0,0,0.06093714,0,0,0,0,0.1170735,0,0,0,0.01011279,0,0.7153135,0,0,0.4922102,0.3369126,0.07949941,0.288285,0,0,0.03940155,0,0,0,0,0.1992537,0,0,0.2522987,0.151472,0.1518316,1265.652,1303.492
"Cell_146844",0,0,0.05014378,0,0,0,0,0,0,0,0.3407034,0,0,0,0,0,0.64697,0,0,0.6015484,0.2744607,0.2415504,0.359988,0,0,0.07098604,0,0,0,0,0,0,0,0.2871062,0,0,1145.184,1305.354
"Cell_146845",0,0,0,0,0,0,0,0.01058895,0,0,0.3349246,0.0210562,0,0,0.2403025,0,0.8049142,0,0,0.6097788,0.5969435,0.08718561,0.5814312,0,0,0,0,0,0,0,0,0,0,0.2789386,0,0,1828.354,1304.159
"Cell_146846",0,0,0,0.02702661,0,0,0,0,0,0,0,0,0,0,0,0,0.7128179,0,0,0.6171375,0.3766366,0,0.2471245,0,0,0.1658858,0,0,0,0,0.2461466,0,0,0.2010162,0,0,2012.993,1305.877
"Cell_146847",0,0,0,0,0,0.528604,0,0,0,0,0.3570589,0,0,0,0,0,0.6438121,0,0,0.7472947,0.5386837,0.2609632,0.4845152,0,0,0.07312695,0,0,0,0,0.1918974,0,0,0.3167373,0,0,364.7356,1306.692
"Cell_146848",0,0,0,0,0,0,0,0,0,0,0.03604762,0,0,0,0,0,0.7102538,0,0,0.6085426,0.3999475,0.03697918,0.2532738,0,0,0.1743823,0,0,0,0,0.3160925,0,0,0.3256147,0,0,1114.387,1306.879
"Cell_146849",0,0,0,0.04133649,0,0,0,0,0,0,0.004249617,0,0,0,0,0,0.5929735,0,0,0.4246792,0.3491587,0.01177425,0.1077044,0,0,0.04891586,0,0,0,0,0.2227811,0,0,0.2237885,0,0,286.335,1308.167
"Cell_146850",0,0,0,0,0,0,0,0,0,0,0.3342559,0,0,0,0.1589913,0,0.720125,0,0,0.5815838,0.4501469,0.3662899,0.3863222,0,0,0,0,0,0,0,0,0,0,0.2785231,0,0,525.3358,1308.189
"Cell_146851",0,0,0,0,0,0,0,0.002115327,0,0,0.01705117,0,0,0,0,0,0.7821344,0,0,0.6672245,0.3745217,0,0.281738,0,0,0.149908,0,0,0,0,0.2267974,0,0,0.4465308,0,0,1465.173,1308.815
"Cell_146852",0,0,0,0.1545322,0,0,0,0,0,0,0.01901766,0,0,0,0,0,0.7869219,0,0,0.5572097,0.4448956,0,0.2166202,0,0,0.1568871,0,0,0,0,0.3140697,0,0,0.2560905,0,0,1503.255,1308.464
"Cell_146853",0,0,0,0.03175646,0,0,0,0,0,0,0,0,0,0,0,0,0.7002066,0,0,0.6292573,0.4686131,0,0.2817445,0,0,0.07010701,0,0,0,0,0.1633671,0,0,0.3303362,0,0,653.3208,1310.012
"Cell_146854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684377,0,0,0.5739817,0.47856,0,0.1568512,0,0,0.1027072,0,0,0,0,0.1800907,0,0,0.1969625,0,0,683.7494,1310.664
"Cell_146855",0,0,0,0,0,0,0,0,0,0,0.04571609,0,0,0.1488104,0.08623915,0,0.8099813,0,0,0.5754592,0.478187,0.05660626,0.2625821,0,0,0.1807131,0,0,0,0,0.4324839,0,0,0.2400696,0.1971867,0,1573.555,1309.886
"Cell_146856",0,0,0,0,0,0.01357543,0,0,0,0,0,0,0,0,0,0,0.7262878,0,0,0.6008228,0.4791373,0,0.2604783,0,0,0.0944831,0,0,0,0,0.4391995,0,0,0.2919149,0,0,1080.636,1310.304
"Cell_146857",0,0,0,0,0,0,0,0.002240881,0,0,0.01242191,0,0,0,0.1246721,0,0.793305,0,0,0.5855143,0.4716479,0.09891339,0.1857172,0,0,0.09424786,0,0,0,0,0.1395457,0,0,0.1805739,0,0,1609.933,1310.606
"Cell_146858",0,0,0,0,0,0,0,0.004105609,0,0,0.006208403,0,0,0,0.004313552,0,0.6549094,0,0,0.4672875,0.4645471,0,0.1096809,0,0,0,0,0,0,0,0.2791102,0,0,0.1332386,0,0,1850.53,1310.61
"Cell_146859",0,0,0,0,0,0,0,0.1865549,0,0,0.3112509,0.04088845,0,0,0,0,0.7658618,0,0,0.7411605,0.5553476,0,0.3636255,0,0,0.01707802,0,0,0,0,0.1195427,0,0,0.3377991,0,0,78.53623,1311.971
"Cell_146860",0,0,0.3297224,0,0,0,0,0,0,0,0.3888972,0.009556407,0,0.0659164,0.1371057,0,0.7483385,0,0,0.4337541,0.3738692,0.625143,0.2802748,0,0,0.2032724,0,0,0,0,0.1323216,0,0,0,0,0,1221.849,1312.183
"Cell_146861",0,0,0,0,0,0,0,0.00636136,0,0,0.166812,0.2194434,0,0.007103432,0,0.07926335,0.6907786,0,0,0.524337,0.2541749,0,0.1931586,0,0,0.2268066,0,0,0,0,0.5354456,0,0,0.1422515,0,0,800.4945,1313.161
"Cell_146862",0,0,0,0.3671609,0,0.5656901,0,0,0,0,0.4753238,0.007626433,0,0,0,0.0137677,0.6567413,0,0,0.8582962,0.7185282,0.5752563,0.3541245,0,0,0.2246028,0,0,0,0,0.1859184,0,0,0.5280048,0,0,837.5894,1314
"Cell_146863",0,0,0.06134853,0,0,0,0,0,0,0,0.1408585,0,0,0,0,0,0.4992986,0,0,0.42175,0.5056298,0.1131439,0.2565346,0,0,0.1099539,0,0,0,0,0.3570498,0,0,0.2751344,0.04592526,0,1249.479,1314.037
"Cell_146864",0,0,0,0.07448112,0,0.06426121,0,0,0,0,0.08887598,0,0,0.02498083,0,0,0.7665037,0,0,0.6416919,0.5646129,0.01389789,0.3177989,0,0,0.07115635,0,0,0,0,0.2182592,0,0,0.2736157,0,0,1984.08,1315.09
"Cell_146865",0,0,0,0.04547128,0,0,0.2037506,0.1768947,0,0,0.3350156,0.2749535,0,0.08478987,0.4880641,0,0.6125351,0,0,0.6201801,0.5648628,0.3331039,0.333299,0,0,0.1360788,0,0,0,0,0.2653092,0,0,0.1876692,0,0,611.4357,1314.703
"Cell_146866",0,0,0,0,0,0,0,0,0,0,0.2262494,0,0,0,0.1403059,0,0.7556742,0,0,0.5670836,0.527319,0.2953259,0.318546,0,0,0.04493809,0,0,0,0,0.1916265,0,0,0.3180308,0,0,332.5696,1318.251
"Cell_146867",0,0,0,0,0,0,0,0,0,0,0.06358445,0,0,0.1837478,0.3545158,0,0.7675968,0,0,0.7121221,0.474442,0.1816213,0.332954,0,0,0.2279243,0,0,0,0,0.317265,0,0,0.319936,0,0,1547.715,1317.169
"Cell_146868",0,0,0,0,0.006173975,0,0,0,0,0,0.01298449,0,0,0.02299948,0,0,0.5517208,0,0,0.4755304,0.3617042,0.01678804,0.03606956,0,0,0.06898524,0,0,0,0,0.114215,0,0,0.177931,0,0,193.9555,1318.591
"Cell_146869",0,0,0,0.005522631,0,0,0,0,0,0,0,0,0,0,0,0,0.6729221,0,0,0.4296334,0.2554145,0,0.1542282,0,0,0.1108795,0,0,0,0,0.1935971,0,0,0.08795357,0,0.008964562,869.4612,1319.318
"Cell_146870",0,0,0.1225336,0,0,0,0,0,0,0,0.4587664,0,0,0,0,0,0.7381323,0,0,0.6098485,0.5861119,0.4799296,0.3431734,0,0,0,0,0,0,0,0,0,0,0.2642021,0,0,1137.128,1319.319
"Cell_146871",0,0,0,0,0,0,0,0,0,0,0.02255291,0,0,0,0,0,0.730288,0,0,0.6383421,0.2840765,0.04383008,0.2238206,0,0,0.09330884,0,0,0,0,0.1737746,0,0,0.1917429,0,0,394.361,1322.12
"Cell_146872",0,0,0,0,0,0.01493872,0,0,0,0,0.03436843,0,0,0.110022,0.02636476,0,0.7709298,0,0,0.5908989,0.3994021,0.02802981,0.2955456,0,0,0.1231508,0,0,0,0,0.1787128,0,0,0.169988,0,0,1756.206,1321.663
"Cell_146873",0,0,0,0,0.0052943,0,0,0,0,0,0.1149616,0,0,0,0.08475538,0,0.7232464,0,0,0.6471577,0.5413515,0.1359544,0.4067493,0,0,0,0,0,0,0,0,0,0,0.2836992,0,0.051156,18.14631,1321.986
"Cell_146874",0,0,0,0,0,0,0,0,0,0,0.04143403,0,0,0,0,0,0.7396782,0,0,0.576721,0.5049412,0,0.3484119,0,0,0.1408945,0,0,0,0,0.2603152,0,0,0.223881,0,0.08069255,1029.823,1322.923
"Cell_146875",0,0,0,0,0,0,0,0,0,0,0.04931075,0,0,0,0,0,0.7261777,0,0,0.6643332,0.2890076,0.07381446,0.2028122,0,0,0.006117924,0,0,0,0,0.2923583,0,0,0.3627418,0,0,275.2094,1322.747
"Cell_146876",0,0,0,0,0,0,0,0,0,0,0.1541922,0,0,0,0,0,0.7404197,0,0,0.5894375,0.6344078,0.1747424,0.3201193,0,0,0.02595051,0,0,0,0,0.1252576,0,0,0.2156856,0,0,233.7695,1324.864
"Cell_146877",0,0,0,0.040077,0,0,0,0,0,0,0.4474562,0,0,0,0.1613958,0,0.746343,0,0,0.5918401,0.5471003,0.1530945,0.4274256,0,0,0,0,0,0,0,0.001421666,0,0,0.1494406,0,0,711.7242,1325.188
"Cell_146878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5549043,0,0,0.3827718,0.3721448,0,0.2181899,0,0,0,0,0,0,0,0.1259968,0,0,0.1084512,0,0,1852.462,1326.306
"Cell_146879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2314108,0,0.7715368,0,0,0.5690284,0.4567721,0,0.2973644,0,0,0.0746107,0,0,0,0,0.2067671,0,0,0.1415715,0,0,1875.78,1326.407
"Cell_146880",0,0,0,0,0,0,0,0,0,0,0.03396012,0,0,0,0.01661989,0,0.7169437,0,0,0.5983455,0.5367647,0.02551086,0.2668856,0,0,0.04412411,0,0,0,0,0.059194,0,0,0.1748125,0,0,736.5687,1326.691
"Cell_146881",0,0,0.4759809,0,0,0,0,0,0,0,0.6566917,0.1431205,0,0,0.1436958,0.009451008,0.5850531,0,0,0.3796556,0.1804624,0.5548081,0.4355814,0,0,0,0,0,0,0,0,0,0,0.1969625,0,0,1228.627,1327.218
"Cell_146882",0,0,0,0,0,0.04178979,0,0,0,0,0.3846256,0,0,0,0,0,0.5083618,0,0,0.4855518,0.3978289,0,0.3045071,0,0,0.07278559,0,0,0,0,0.270023,0,0,0.1314909,0,0,890.5833,1328.492
"Cell_146883",0,0,0.01962343,0,0,0,0,0,0,0,0.08011517,0,0,0.1316474,0,0,0.6977473,0,0,0.7107192,0.4319633,0.06240339,0.2219819,0,0,0.1992437,0,0,0,0,0.4275411,0,0,0.3483372,0,0,1166.079,1328.163
"Cell_146884",0,0,0,0,0,0,0,0,0,0,0,0,0,0.002268283,0,0,0.8179056,0,0,0.6268554,0.4466134,0,0.2290351,0,0,0.07577125,0,0,0,0,0.1893931,0,0,0.2917345,0,0,1373.713,1327.489
"Cell_146885",0,0,0,0,0,0,0.09031377,0,0,0.006817773,0.2053146,0,0,0.02655202,0,0,0.7532949,0,0,0.6535572,0.6317093,0.2959917,0.3792856,0,0,0.008694839,0,0,0,0,0.0542341,0,0,0.3128164,0,0,502.093,1328.083
"Cell_146886",0,0,0,0,0,0.03489146,0,0,0,0,0.02210647,0,0,0.01837269,0,0,0.7836342,0,0,0.5755589,0.3695844,0,0.2412135,0,0,0.2391535,0,0,0,0,0.3919703,0,0,0.1881301,0,0,1722.569,1328.774
"Cell_146887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5933284,0,0,0.4444214,0.3013972,0,0,0,0,0.05285258,0,0,0,0,0.1732273,0,0,0.2452635,0,0,177.3562,1328.966
"Cell_146888",0.0181454,0,0,0,0,0,0,0,0,0,0.2482511,0,0,0,0,0,0.6347406,0,0,0.3029891,0.2884157,0,0.2377824,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.609,1330.086
"Cell_146889",0,0,0,0,0,0.01138383,0,0,0,0,0.0337871,0,0,0.1072902,0.001501801,0,0.6244826,0,0,0.5599504,0.3608531,0.1184919,0.3002789,0,0,0.06150245,0,0,0,0,0.2953209,0,0,0.2381423,0,0,117.2387,1331.015
"Cell_146890",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4033593,0,0,0.4506377,0,0,0.4867903,0.1170954,0,0.05919255,0,0,0.1025259,0,0,0,0,0.06509349,0,0,0.08995783,0,0,1192.94,1331.935
"Cell_146891",0,0,0,0,0,0,0,0.006432039,0,0,0.02267332,0,0,0,0,0,0.6914214,0,0,0.6149596,0.5200077,0,0.2073649,0,0,0.06830425,0,0,0,0,0.2093017,0,0,0.1879417,0,0,778.7796,1331.585
"Cell_146892",0,0,0,0,0,0.5947045,0,0,0,0,0.4926457,0,0,0,0,0,0.5535223,0,0,0.6623044,0.4329011,0,0.4951298,0,0,0.1100102,0,0,0,0,0.2307184,0,0,0.248813,0.01239433,0,939.9481,1332.669
"Cell_146893",0,0,0.1649386,0,0,0.179037,0,0,0,0,0.5432265,0,0,0,0,0,0.7577328,0,0,0.657567,0.5719984,0.5662878,0.3584379,0,0,0,0,0,0,0,0,0,0,0.3206267,0,0,1132.333,1333.851
"Cell_146894",0,0,0,0.001613759,0,0,0,0,0,0,0,0,0,0,0,0,0.6376818,0,0,0.4966563,0.477342,0,0.08374815,0,0,0.1375158,0,0,0,0,0.2767726,0,0,0.0656207,0,0,632.6184,1334.566
"Cell_146895",0,0,0,0,0,0,0,0.008243482,0,0,0.03041761,0.003644468,0,0.1083595,0,0,0.727411,0,0,0.6322083,0.4134562,0,0.1600125,0,0,0.08328997,0,0,0,0,0.3295631,0,0,0.1965227,0,0,984.3418,1334.191
"Cell_146896",0,0,0.04262159,0,0,0.4540641,0,0,0,0,0.6547019,0,0,0,0,0,0.8457342,0,0,0.7632797,0.5342733,0.3550601,0.3706135,0,0,0.009804588,0,0,0,0,0.0868457,0,0,0.4202413,0,0,1115.615,1333.831
"Cell_146897",0,0,0,0,0,0.03515832,0,0,0,0,0.1011425,0.01147667,0,0,0,0,0.757304,0,0,0.6189398,0.448238,0.03616118,0.3093721,0,0,0.1765855,0,0,0,0,0.3086249,0,0,0.2073777,0,0,2021.955,1333.385
"Cell_146898",0,0,0,0,0,0,0,0,0,0,0.01280726,0,0,0,0,0,0.6989847,0,0,0.4655363,0.2194865,0,0.1730487,0,0,0.1221929,0,0,0,0,0.1639259,0,0,0,0,0,756.1512,1335.278
"Cell_146899",0,0,0,0,0,0.05554657,0,0.004674745,0,0,0.1223329,0,0,0,0.002455821,0,0.7051618,0,0,0.5355272,0.5141102,0.06993864,0.2660675,0,0,0.1231964,0,0,0,0,0.2113474,0,0,0.1363224,0.0500379,0.01820801,844.3701,1334.779
"Cell_146900",0,0,0,0,0,0.5242465,0,0.0680915,0,0.02913179,0.4487962,0.1163331,0,0,0,0,0.7934267,0,0,0.8320342,0.7061281,0.08673624,0.5624365,0,0,0.06656427,0,0,0,0,0.018988,0,0,0.461446,0,0,1093.86,1334.4
"Cell_146901",0,0,0,0.08422641,0,0,0,0,0,0,0,0,0,0.1271394,0,0,0.7688347,0,0,0.5697731,0.4535385,0.000989918,0.2713274,0,0,0.3092637,0,0,0,0,0.3575664,0,0,0.2345383,0.2381779,0,1671.749,1333.885
"Cell_146902",0,0,0,0,0,0.01717661,0,0,0,0,0.04512696,0,0,0,0,0,0.7845908,0,0,0.6188658,0.5820921,0.00167445,0.3029011,0,0,0,0,0,0,0,0,0,0,0.2245381,0,0,2040.644,1334.323
"Cell_146903",0,0,0,0,0,0,0.04461618,0.001938264,0,0,0.07345194,0.04360467,0,0.1598399,0.2086849,0.01044222,0.693818,0,0,0.4997418,0.4309835,0.1038343,0.2648467,0,0,0.1774235,0,0,0,0,0.3911777,0,0,0.1557977,0,0,594.0748,1335.496
"Cell_146904",0,0,0,0.003837044,0,0.1603457,0,0,0,0,0.06441505,0,0,0,0,0,0.7210736,0,0,0.5951013,0.5692459,0,0.247249,0,0,0.02457294,0,0,0,0,0.001834018,0,0,0.1493114,0,0,912.0067,1336.057
"Cell_146905",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2813338,0,0,0.6004608,0,0,0.6578462,0.5240659,0,0.3140405,0,0,0.3056577,0,0,0,0,0.6798492,0,0,0.2227248,0,0,1328.659,1336.841
"Cell_146906",0,0,0,0,0.07090463,0,0,0,0.04343094,0,0.2008325,0,0,0,0.1418762,0,0.7362846,0,0,0.7537039,0.6263776,0.3850972,0.3811738,0,0,0,0,0,0,0,0,0,0,0.4520039,0,0,58.4731,1336.95
"Cell_146907",0,0,0,0,0,0,0,0,0,0,0.4310108,0.05465021,0,0.02837835,0,0,0.730783,0,0,0.6493027,0.5880519,0.5408766,0.3337268,0,0,0.0103909,0,0,0,0,0,0,0,0.3562966,0,0,413.641,1337.293
"Cell_146908",0,0,0,0,0,0,0,0,0,0,0.05467883,0,0,0,0,0,0.7571487,0,0,0.6134386,0.4727296,0,0.2487009,0,0,0.03915575,0,0,0,0,0.1076968,0,0,0.172006,0,0,218.5242,1339.476
"Cell_146909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5091897,0,0,0.8234922,0.4322764,0,0.1445493,0,0,0,0,0,0,0,0,0,0,0.4355249,0,0,558.102,1339.408
"Cell_146910",0,0,0,0,0,0,0,0,0,0,0,0,0,0.08887154,0,0,0.7735998,0,0,0.6365234,0.5947126,0,0.2404747,0,0,0.2439585,0,0,0,0,0.3643402,0,0,0.2171864,0,0,1408.299,1339.369
"Cell_146911",0,0,0,0,0,0,0,0,0,0,0,0,0,0.418467,0,0,0.5130363,0,0,0.3054301,0.1250384,0,0.2922505,0,0,0.4047764,0,0,0,0,0.4581642,0,0,0.03627569,0,0,1790.122,1340.014
"Cell_146912",0,0,0,0,0,0,0,0,0,0,0.03463926,0,0,0,0,0,0.7495852,0,0,0.5839897,0.5088887,0.004860092,0.2383364,0,0,0.1275589,0,0,0,0,0.3466229,0,0,0.2366715,0,0,687.4808,1339.946
"Cell_146913",0,0,0,0,0,0.02693989,0,0.02659695,0,0,0.07120492,0,0,0,0,0,0.6850246,0,0,0.5652594,0.5154364,0,0.3428792,0,0,0.09823592,0,0,0,0,0.2794674,0,0,0.2267231,0,0,1069.96,1340.592
"Cell_146914",0,0,0,0.09766174,0,0,0,0,0,0,0.03659629,0.01034305,0,0,0,0,0.5519462,0,0,0.5319405,0.1786024,0,0.1524411,0,0,0.0338893,0,0,0,0,0.09020771,0,0,0.1051754,0,0,1473.392,1338.874
"Cell_146915",0,0,0.3585795,0,0,0.1804376,0,0,0,0,0.4502678,0,0,0.03013218,0,0,0.7037762,0,0,0.567057,0.5857406,0.5737024,0.2524663,0,0,0.0134498,0,0,0,0,0.02029649,0,0,0.2992066,0,0,1147.473,1341.023
"Cell_146916",0,0,0,0,0,0,0,0,0,0,0.2644517,0,0,0,0.2398177,0,0.6990132,0,0,0.7535883,0.5906655,0.3346462,0.4002989,0,0,0,0,0,0,0,0,0,0,0.4085098,0,0,9.021898,1342.464
"Cell_146917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4972014,0,0,0.3424253,0.1491395,0,0.01763507,0,0,0.05281189,0,0,0,0,0.04445744,0,0,0.2643669,0,0,171.459,1342.5
"Cell_146918",0,0,0,0,0,0.3248032,0,0.03345009,0,0.02857076,0.4904102,0.07351718,0,0,0.4070767,0.002226417,0.8098748,0,0,0.8456618,0.5951326,0.2479568,0.4764847,0,0,0.005207569,0,0,0,0,0.01396958,0,0,0.5144092,0,0,1020.46,1341.899
"Cell_146919",0,0,0,0,0,0,0,0,0,0,0.05821793,0,0,0,0,0,0.6539471,0,0,0.4729327,0.289283,0.003531619,0.1070257,0,0,0.119803,0,0,0,0,0.2609909,0,0,0.05965567,0,0,352.77,1342.041
"Cell_146920",0,0,0,0.1376422,0,0,0,0.07575613,0,0.02621002,0.2542712,0.1230519,0,0,0,0,0.7423674,0,0,0.5890535,0.3920068,0,0.2748835,0,0,0.1250425,0,0,0,0,0.1882462,0,0,0.128214,0,0,1496.275,1342.092
"Cell_146921",0,0,0,0.1116409,0.04545914,0,0,0,0,0,0.2371329,0,0,0,0.1904134,0,0.7761443,0,0,0.676797,0.526103,0.4197599,0.4368367,0,0,0,0,0,0,0,0,0,0,0.375383,0,0,25.84861,1344.307
"Cell_146922",0,0,0,0,0,0,0,0.05743247,0,0.06305619,0.07875828,0.170578,0,0,0,0,0.7269033,0,0,0.5539103,0.577638,0,0.265439,0,0,0.07777189,0,0,0,0,0.1000092,0,0,0.2245381,0,0,535.4886,1344.658
"Cell_146923",0,0,0,0,0,0,0,0.07652879,0,0.05785694,0.2306729,0.1517649,0,0,0,0,0.5720772,0,0,0.4472188,0.4179966,0.004468101,0.1861716,0,0,0,0,0,0,0,0,0,0,0.06150286,0,0,893.8619,1346.431
"Cell_146924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5939915,0,0,0.6199004,0.2025594,0,0,0,0,0.03481068,0,0,0,0,0.319644,0,0,0,0,0,446.8278,1347.861
"Cell_146925",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1542928,0,0,0.4795862,0,0,0.4590774,0.4055271,0,0.1937424,0,0,0.1369206,0,0,0,0,0.3544431,0,0,0,0,0,723.8272,1348.471
"Cell_146926",0,0,0,0.1762816,0,0,0,0.006810376,0,0,0.0680237,0,0,0,0,0.01222966,0.7638198,0,0,0.4778959,0.3671756,0.01584868,0.3184597,0,0,0.01271196,0,0,0,0,0.008529205,0,0,0.1389971,0,0,1221.98,1349.345
"Cell_146927",0,0,0,0.01047747,0,0,0,0,0,0,0,0,0,0,0,0,0.793535,0,0,0.5612141,0.4070314,0,0.1984935,0,0,0.1186833,0,0,0,0,0.1043962,0,0,0.09062555,0,0,1922.575,1348.559
"Cell_146928",0,0,0,0,0.06834885,0,0,0,0,0,0.2964047,0,0,0,0.1957043,0,0.7483168,0,0,0.7595209,0.5433105,0.4271231,0.3987284,0,0,0,0,0,0,0,0,0,0,0.4588434,0,0,45.45503,1349.556
"Cell_146929",0,0,0,0,0,0,0,0,0.08611282,0,0.06553095,0,0,0,0.02014713,0,0.7623046,0,0,0.7362473,0.4792855,0,0.3943227,0,0,0.01492211,0,0,0,0,0.04395239,0,0,0.3401309,0,0,75.67956,1348.635
"Cell_146930",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1925441,0,0,0.7285522,0,0,0.5578773,0.2789692,0,0.2377824,0,0,0.1835051,0,0,0,0,0.472235,0,0,0.09416252,0,0,298.8021,1350.182
"Cell_146931",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3174516,0,0,0.482271,0,0,0.6372359,0.4155239,0,0.1654684,0,0,0,0,0,0,0,0,0,0,0.1255347,0,0,559.6923,1349.76
"Cell_146932",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03210375,0,0,0.6230227,0,0,0.5098795,0.3360821,0,0.139927,0,0,0.3344953,0,0,0,0,0.545602,0,0,0.1180861,0,0,1766.974,1349.459
"Cell_146933",0,0,0,0,0,0,0,0,0,0,0,0,0,0.004922134,0,0,0.6460549,0,0,0.6679416,0.4090263,0,0.2429993,0,0,0.2059114,0,0,0,0,0.2262902,0,0,0.2381144,0,0,322.397,1351.131
"Cell_146934",0,0,0,0.00594076,0,0,0,0,0,0,0,0,0,0.06040004,0,0,0.6932663,0,0,0.4868282,0.5013024,0,0.2580363,0,0,0.0295727,0,0,0,0,0.07886429,0,0,0.1805031,0,0,793.6762,1351.42
"Cell_146935",0,0,0,0.04465525,0,0,0,0,0,0,0.04289505,0,0,0,0,0,0.7427406,0,0,0.5670583,0.2647208,0.1439607,0.1358814,0,0,0.2596502,0,0,0,0,0.4490426,0,0,0.1388936,0,0,1564.498,1353.003
"Cell_146936",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03812322,0,0,0.6570346,0,0,0.4739158,0.2102807,0,0.2009566,0,0,0.03583346,0,0,0,0,0.3860465,0,0,0,0,0,1797.852,1349.852
"Cell_146937",0,0,0.0608797,0.003889515,0,0.07948676,0,0.02374269,0,0.03908715,0.4218112,0.09162451,0,0,0.3809892,0,0.7360961,0,0,0.6974093,0.6863952,0.5456538,0.3747343,0,0,0.0013858,0,0,0,0,0.02971128,0,0,0.293676,0.02995826,0,828.1402,1352.908
"Cell_146938",0,0,0,0.007509086,0,0,0,0,0,0,0,0,0,0.03672197,0,0,0.7782155,0,0,0.6053404,0.5262086,0,0.2484648,0,0,0.2230259,0,0,0,0,0.182195,0,0,0.209719,0,0,1893.686,1352.251
