"Industry (English) / Industrie (Anglais)","Industry (French) / Industrie (Français)","Year / Année","NAICS Number / Numéro SCIAN","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
"Mineral, ore and precious metal merchant wholesalers","Grossistes-marchands de minéraux, de minerais et de métaux précieux",2023,4185,13.810000000,1
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2018,3362,276.090764000,7
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2021,3362,254.721112400,8
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2015,3362,321.464082800,7
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2024,3362,344.597295547,8
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2022,3362,202.508991459,8
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2017,3362,251.703898800,7
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2019,3362,314.908550570,8
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2016,3362,211.899759100,7
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2020,3362,198.122779079,8
"Motor vehicle body and trailer manufacturing","Fabrication de carrosseries et de remorques de véhicules automobiles",2023,3362,396.705922255,8
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2015,3361,8301.291899999,10
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2017,3361,8183.418199999,11
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2024,3361,4391.695189000,11
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2016,3361,9295.596000000,11
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2023,3361,5445.150468100,12
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2018,3361,7292.187400000,12
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2022,3361,4831.648744400,12
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2020,3361,5274.784551000,12
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2021,3361,4128.093152500,11
"Motor vehicle manufacturing","Fabrication de véhicules automobiles",2019,3361,7337.954018000,12
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2024,3363,3411.918020350,76
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2016,3363,3262.919078600,83
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2017,3363,3098.032262000,86
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2023,3363,3553.082029410,81
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2018,3363,3763.889238200,87
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2015,3363,2666.067433800,79
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2021,3363,3123.433006400,77
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2020,3363,3018.113025800,83
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2022,3363,3270.744918870,83
"Motor vehicle parts manufacturing","Fabrication de pièces pour véhicules automobiles",2019,3363,2930.258752800,85
"Natural gas distribution","Distribution de gaz naturel",2019,2212,676.018700000,6
"Natural gas distribution","Distribution de gaz naturel",2017,2212,892.514400000,8
"Natural gas distribution","Distribution de gaz naturel",2021,2212,772.168078000,5
"Natural gas distribution","Distribution de gaz naturel",2018,2212,692.622300000,6
"Natural gas distribution","Distribution de gaz naturel",2024,2212,384.172000000,4
"Natural gas distribution","Distribution de gaz naturel",2020,2212,988.928430000,6
"Natural gas distribution","Distribution de gaz naturel",2016,2212,1062.726900000,7
"Natural gas distribution","Distribution de gaz naturel",2022,2212,782.109200000,3
"Natural gas distribution","Distribution de gaz naturel",2023,2212,3801.937860000,6
"Natural gas distribution","Distribution de gaz naturel",2015,2212,1351.113100000,8
"Navigational, measuring, medical and control instruments manufacturing","Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",2017,3345,0.000660000,1
"Navigational, measuring, medical and control instruments manufacturing","Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",2016,3345,0.344340000,2
"Navigational, measuring, medical and control instruments manufacturing","Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",2015,3345,0.000244000,2
"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",2018,5111,12.295000000,1
"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",2019,5111,10.900000000,1
"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",2016,5111,12.657000000,1
"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",2024,5131,10.243000000,1
"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",2015,5111,11.149000000,1
"Newspaper, periodical, book and directory publishers","Éditeurs de journaux, de périodiques, de livres et de répertoires",2023,5131,10.343000000,1
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2019,3314,93118.489225764,25
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2018,3314,112141.896525651,24
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2017,3314,156842.498731823,25
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2016,3314,229863.660898676,25
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2024,3314,67274.252668606,26
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2021,3314,70348.711031865,25
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2022,3314,80601.382499107,24
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2020,3314,97538.918766814,24
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2015,3314,224533.574678579,24
"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",2023,3314,66273.668680777,24
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2016,2123,35188.174247011,136
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2023,2123,39484.489342142,151
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2017,2123,36250.141547113,137
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2021,2123,34866.603090215,156
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2018,2123,34904.484408867,135
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2022,2123,37510.728690887,155
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2020,2123,30482.261078086,143
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2024,2123,42879.043059133,150
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2019,2123,33906.746661586,143
"Non-metallic mineral mining and quarrying","Extraction de minerais non métalliques",2015,2123,35949.944031397,139
"Non-residential building construction","Construction non résidentielle",2016,2362,67.335000000,2
"Non-residential building construction","Construction non résidentielle",2019,2362,65.104800000,2
"Non-residential building construction","Construction non résidentielle",2021,2362,68.415700000,2
"Non-residential building construction","Construction non résidentielle",2015,2362,68.738000000,2
"Non-residential building construction","Construction non résidentielle",2022,2362,69.798200000,2
"Non-residential building construction","Construction non résidentielle",2024,2362,73.433000000,2
"Non-residential building construction","Construction non résidentielle",2023,2362,72.478800000,2
"Non-residential building construction","Construction non résidentielle",2018,2362,68.575600000,2
"Non-residential building construction","Construction non résidentielle",2017,2362,66.987000000,2
"Non-residential building construction","Construction non résidentielle",2020,2362,70.874000000,2
"Non-scheduled air transportation","Transport aérien non régulier",2019,4812,777.973000000,1
"Non-scheduled air transportation","Transport aérien non régulier",2016,4812,0.419000000,1
"Non-scheduled air transportation","Transport aérien non régulier",2018,4812,317.934000000,1
"Non-scheduled air transportation","Transport aérien non régulier",2017,4812,1.262000000,1
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2019,3372,309.156130000,16
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2016,3372,506.796900000,15
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2020,3372,233.210100000,14
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2017,3372,354.196000000,14
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2018,3372,406.394100000,14
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2021,3372,208.293730000,12
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2015,3372,489.498300000,16
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2024,3372,149.042084000,10
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2022,3372,217.767600000,11
"Office furniture (including fixtures) manufacturing","Fabrication de meubles de bureau (y compris les articles d'ameublement)",2023,3372,193.521900000,12
"Oil and gas extraction","Extraction de pétrole et de gaz",2019,2111,865189.985956345,3072
"Oil and gas extraction","Extraction de pétrole et de gaz",2016,2111,717535.375797103,2875
"Oil and gas extraction","Extraction de pétrole et de gaz",2024,2111,883541.915212814,3409
"Oil and gas extraction","Extraction de pétrole et de gaz",2023,2111,864227.285399997,3633
"Oil and gas extraction","Extraction de pétrole et de gaz",2017,2111,759493.010619998,2838
"Oil and gas extraction","Extraction de pétrole et de gaz",2018,2111,840413.101042301,3073
"Oil and gas extraction","Extraction de pétrole et de gaz",2020,2111,820171.624584072,3139
"Oil and gas extraction","Extraction de pétrole et de gaz",2015,2111,774274.460183799,3130
"Oil and gas extraction","Extraction de pétrole et de gaz",2022,2111,852239.532075826,3309
"Oil and gas extraction","Extraction de pétrole et de gaz",2021,2111,828138.253837924,3122
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2018,1111,9.237000000,1
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2022,1111,23.161000000,1
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2015,1111,27.928000000,1
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2016,1111,17.070000000,1
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2017,1111,10.720000000,1
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2020,1111,3.808700000,1
"Oilseed and grain farming","Culture de plantes oléagineuses et de céréales",2019,1111,3.338160000,1
"Other amusement and recreation industries","Autres services de divertissement et de loisirs",2022,7139,0.000000000,1
"Other amusement and recreation industries","Autres services de divertissement et de loisirs",2019,7139,0.000000000,1
"Other amusement and recreation industries","Autres services de divertissement et de loisirs",2023,7139,0.000145900,1
"Other amusement and recreation industries","Autres services de divertissement et de loisirs",2020,7139,0.000000000,1
"Other amusement and recreation industries","Autres services de divertissement et de loisirs",2018,7139,0.000000000,1
"Other amusement and recreation industries","Autres services de divertissement et de loisirs",2024,7139,0.000145900,1
"Other animal production","Autres types d'élevage",2016,1129,0.001000000,1
"Other animal production","Autres types d'élevage",2017,1129,0.001000000,1
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2022,3259,1650.176208641,51
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2017,3259,1435.331626000,48
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2021,3259,6702.826882941,46
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2024,3259,1718.820114099,45
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2018,3259,7213.800140900,49
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2015,3259,1953.560208800,40
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2016,3259,1440.527672300,43
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2019,3259,7563.109417707,45
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2020,3259,5643.072633633,47
"Other chemical product manufacturing","Fabrication d'autres produits chimiques",2023,3259,1420.811537593,50
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2015,3359,1.884201800,4
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2021,3359,26.740410000,6
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2019,3359,2.716203600,5
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2017,3359,24.324201800,5
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2016,3359,1.881200000,3
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2024,3359,23.774622200,9
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2020,3359,16.897101800,5
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2023,3359,1927.371822200,8
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2022,3359,28.619820000,7
"Other electrical equipment and component manufacturing","Fabrication d'autres types de matériel et de composants électriques",2018,3359,1.465203600,4
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2015,3329,1239.066820300,38
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2023,3329,1113.384677831,40
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2017,3329,1114.132836700,35
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2018,3329,1567.091724616,39
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2024,3329,1084.626441231,38
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2020,3329,1389.261192652,36
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2016,3329,1229.465986300,41
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2019,3329,1315.545939337,40
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2022,3329,1291.599394131,40
"Other fabricated metal product manufacturing","Fabrication d'autres produits métalliques",2021,3329,1369.098825181,36
"Other federal government public administration","Autres services de l'administration publique fédérale",2019,9119,96.623000000,4
"Other federal government public administration","Autres services de l'administration publique fédérale",2022,9119,99.758000000,3
"Other federal government public administration","Autres services de l'administration publique fédérale",2020,9119,85.438000000,3
"Other federal government public administration","Autres services de l'administration publique fédérale",2023,9119,83.287800000,3
"Other federal government public administration","Autres services de l'administration publique fédérale",2018,9119,57.800000000,2
"Other federal government public administration","Autres services de l'administration publique fédérale",2017,9119,57.800000000,2
"Other federal government public administration","Autres services de l'administration publique fédérale",2024,9119,61.586300000,3
"Other federal government public administration","Autres services de l'administration publique fédérale",2016,9119,59.540000000,2
"Other federal government public administration","Autres services de l'administration publique fédérale",2021,9119,83.952000000,3
"Other federal government public administration","Autres services de l'administration publique fédérale",2015,9119,70.600000000,2
"Other food manufacturing","Fabrication d'autres aliments",2024,3119,793.296980000,28
"Other food manufacturing","Fabrication d'autres aliments",2019,3119,1576.281820000,33
"Other food manufacturing","Fabrication d'autres aliments",2015,3119,1789.788000000,31
"Other food manufacturing","Fabrication d'autres aliments",2017,3119,1800.029100000,35
"Other food manufacturing","Fabrication d'autres aliments",2020,3119,805.955970000,31
"Other food manufacturing","Fabrication d'autres aliments",2023,3119,849.123000000,27
"Other food manufacturing","Fabrication d'autres aliments",2018,3119,1865.302900000,35
"Other food manufacturing","Fabrication d'autres aliments",2021,3119,1000.090990000,28
"Other food manufacturing","Fabrication d'autres aliments",2016,3119,1736.028400000,30
"Other food manufacturing","Fabrication d'autres aliments",2022,3119,1136.922020000,28
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2016,3339,235.090207500,10
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2018,3339,177.132948700,8
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2024,3339,102.453790400,11
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2023,3339,81.579081300,12
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2020,3339,74.768906400,7
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2022,3339,32.658806711,9
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2019,3339,101.498906400,8
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2021,3339,46.823606400,7
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2015,3339,454.223205500,9
"Other general-purpose machinery manufacturing","Fabrication d'autres machines d'usage général",2017,3339,293.375802700,8
"Other heavy and civil engineering construction","Autres travaux de génie civil",2023,2379,4.649000000,1
"Other heavy and civil engineering construction","Autres travaux de génie civil",2022,2379,6.806000000,2
"Other heavy and civil engineering construction","Autres travaux de génie civil",2021,2379,3.776000000,1
"Other heavy and civil engineering construction","Autres travaux de génie civil",2024,2379,4.835000000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2017,3169,49.295600000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2016,3169,44.510000000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2023,3169,10.096832000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2021,3169,6.038800000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2019,3169,31.712800000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2015,3169,37.550000000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2020,3169,7.309500000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2018,3169,42.444200000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2024,3169,11.660100000,1
"Other leather and allied product manufacturing","Fabrication d'autres produits en cuir et produits analogues",2022,3169,6.913900000,1
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2018,9139,0.260000000,2
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2020,9139,0.838000000,2
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2022,9139,0.886000000,1
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2021,9139,1.010000000,2
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2023,9139,1.275000000,2
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2017,9139,3.445000000,2
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2019,9139,0.208000000,1
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2016,9139,4.667000000,2
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2015,9139,0.223000000,1
"Other local, municipal and regional public administration","Autres services des administrations publiques locales, municipales et régionales",2024,9139,1.578000000,2
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2022,4179,0.000097000,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2017,4179,0.000114000,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2016,4179,0.000024600,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2015,4179,0.000014700,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2020,4179,0.000113091,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2018,4179,0.000545400,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2023,4179,0.000090249,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2021,4179,0.000970000,1
"Other machinery, equipment and supplies merchant wholesalers","Grossistes-marchands d'autres machines, matériel et fournitures",2019,4179,0.000113091,1
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2018,3399,1080.628582603,34
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2023,3399,244.531558533,27
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2015,3399,2431.698522502,35
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2016,3399,1297.651093702,37
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2017,3399,1343.137084402,34
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2024,3399,241.935579174,27
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2020,3399,893.072717772,27
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2019,3399,904.502204283,33
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2021,3399,223.257488694,27
"Other miscellaneous manufacturing","Autres activités diverses de fabrication",2022,3399,209.104158624,27
"Other miscellaneous merchant wholesalers","Grossistes-marchands d'autres produits divers",2015,4189,0.095000000,1
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2022,3279,2058.965210515,23
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2023,3279,1813.214394400,22
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2016,3279,3293.630534213,22
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2021,3279,2185.077693512,23
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2020,3279,2232.504494012,25
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2015,3279,3124.043600714,22
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2018,3279,2559.596423014,24
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2017,3279,2445.192519014,22
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2024,3279,1813.539044900,21
"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",2019,3279,2246.264977012,24
"Other pipeline transportation","Autres services de transport par pipeline",2017,4869,62.316500000,2
"Other pipeline transportation","Autres services de transport par pipeline",2015,4869,57.505200000,2
"Other pipeline transportation","Autres services de transport par pipeline",2023,4869,13.816800000,1
"Other pipeline transportation","Autres services de transport par pipeline",2020,4869,91.153500000,1
"Other pipeline transportation","Autres services de transport par pipeline",2024,4869,16.707080000,1
"Other pipeline transportation","Autres services de transport par pipeline",2021,4869,61.738500000,1
"Other pipeline transportation","Autres services de transport par pipeline",2018,4869,7.302500000,1
"Other pipeline transportation","Autres services de transport par pipeline",2019,4869,7.795500000,1
"Other pipeline transportation","Autres services de transport par pipeline",2022,4869,13.251500000,1
"Other pipeline transportation","Autres services de transport par pipeline",2016,4869,58.593900000,2
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2019,5419,120.323386000,6
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2024,5419,177.986080050,5
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2022,5419,244.169988000,5
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2021,5419,118.080682010,4
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2015,5419,325.441895200,6
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2018,5419,106.261448000,6
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2023,5419,11548.414226000,5
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2020,5419,109.608942853,6
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2016,5419,386.955499500,6
"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",2017,5419,336.498022000,6
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2019,2389,117.426000110,2
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2024,2389,52.294000000,1
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2023,2389,54.771000000,1
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2015,2389,46.320002200,2
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2016,2389,52.168000100,2
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2018,2389,89.232000400,2
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2021,2389,63.391000000,1
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2022,2389,71.307000000,1
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2017,2389,79.309000400,2
"Other specialty trade contractors","Autres entrepreneurs spécialisés",2020,2389,69.508000002,1
"Other support activities for transportation","Autres activités de soutien au transport",2019,4889,97.740000000,2
"Other support activities for transportation","Autres activités de soutien au transport",2015,4889,28.800000000,1
"Other support activities for transportation","Autres activités de soutien au transport",2017,4889,77.140000000,2
"Other support activities for transportation","Autres activités de soutien au transport",2024,4889,995.991360000,3
"Other support activities for transportation","Autres activités de soutien au transport",2016,4889,49.800000000,1
"Other support activities for transportation","Autres activités de soutien au transport",2020,4889,57.210000000,2
"Other support activities for transportation","Autres activités de soutien au transport",2021,4889,112.610000000,2
"Other support activities for transportation","Autres activités de soutien au transport",2023,4889,75.160000000,2
"Other support activities for transportation","Autres activités de soutien au transport",2022,4889,79.010000000,2
"Other support activities for transportation","Autres activités de soutien au transport",2018,4889,83.090000000,2
"Other textile product mills","Usines d'autres produits textiles",2019,3149,12.954200000,1
"Other textile product mills","Usines d'autres produits textiles",2023,3149,29.165200000,1
"Other textile product mills","Usines d'autres produits textiles",2021,3149,10.117800000,1
"Other textile product mills","Usines d'autres produits textiles",2022,3149,14.213300000,1
"Other textile product mills","Usines d'autres produits textiles",2020,3149,10.094900000,1
"Other textile product mills","Usines d'autres produits textiles",2024,3149,60.723800000,1
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2022,3369,290.894842330,10
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2017,3369,398.181701900,10
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2018,3369,407.781001800,12
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2019,3369,377.919406718,14
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2021,3369,301.181877980,11
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2015,3369,943.536501800,11
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2023,3369,371.399460000,12
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2016,3369,526.669801900,10
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2024,3369,387.295334700,13
"Other transportation equipment manufacturing","Fabrication d'autres types de matériel de transport",2020,3369,245.754031800,13
"Other wood product manufacturing","Fabrication d'autres produits en bois",2015,3219,4048.249080000,47
"Other wood product manufacturing","Fabrication d'autres produits en bois",2021,3219,5141.037410000,43
"Other wood product manufacturing","Fabrication d'autres produits en bois",2017,3219,3250.810700000,43
"Other wood product manufacturing","Fabrication d'autres produits en bois",2024,3219,5098.412310000,35
"Other wood product manufacturing","Fabrication d'autres produits en bois",2018,3219,3366.841400000,42
"Other wood product manufacturing","Fabrication d'autres produits en bois",2016,3219,3287.643800000,47
